title	label
Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000.	2
Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.	2
Says legislation supported by gay rights activists would strip mother and father from future Texas birth certificates.	3
Mercury is used in vaccines, and there is no safe level of mercury.	5
Says four-year terms for City Council members are the norm in most cities of our size.	0
We now sell more products made in America to the rest of the world than ever before.	0
Theres no wildlife in the Arctic National Wildlife Refuge.	5
I have fought for our shared values without being an ideologue or a partisan	3
The costs of cancer and all affiliated issues are over $20 billion a year to this state.	0
On a cap-and-trade plan.	4
The left is blatantly attempting to disrupt Georgias elections.	4
President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.	0
Tampa Bay isleading the state in jobs creation.	3
Earmarked dollars have doubled just since 2000, and more than tripled in the last 10 years.	2
Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.	4
Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.	1
On whether he wrote a provision that allowed AIG to dole out bonuses.	4
[The] ACLU and atheists in Denver are demanding the NFL stop [Tim Tebow] from praying on the sidelines.	5
Lois Frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.	2
Wisconsin uses voting machines that are outlawed, they are illegal.	5
Half of Oregon university students are on Pell Grants.	1
Says uncompensated health care costs absorbed by Texas hospitals are adding $1,800 a year to Texas private insurance rates.	3
Invested $90 million in traffic fixes without raising taxes.	2
Countries bombed: Obama 7, Bush 4	0
U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.	4
A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide.	5
We cut property taxes by one-third in the state of Texas while Ive been governor.	3
Says Texas passed a state Dream Act before any other state.	1
Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on.	0
Says 80 journalists have been killed in Mexico in the last decade.	2
U.S. Rep. Allen West wants to bring back earmarks.	3
Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states.	3
Texas ranks 49th in per-pupil funding among the states.	1
The Washington Times ... pointed out that we had succeeded where previous administrations had failed on spending cuts.	1
In Flint, Mich., the pipes still havent been replaced. The water is still poisoned.	2
Donald Trumps decision to skip the Fox News/Google debate in Des Moines is near unprecedented.	2
We've won twice as many states. We've won a greater share of the popular vote.	1
Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.	4
Since 1965, the United States has spent untold trillions yet the poverty rate hasnt budged.	4
It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.	2
New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.	4
Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan.	1
Says he said last year theres absolutely no reason for Texas to secede.	1
Says U.S. Rep. Ann McLane Kuster used $293,000 of taxpayer money to send campaign mail.	3
Boccieri voted to spend a billion dollars an hour, every hour, for his first 50 days in office	3
While Mandels been busy traveling the country raising campaign money, he hasnt shown up for work.	2
Says Bernie Sanders wants higher standards for toy guns than real guns.	2
A million people a year come into the U.S. legally. No other country even comes close to that figure.	0
The majority of people in polls do not support Obamacare.	2
The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.	5
Said Planned Parenthoods early objective was to help kill black babies before they came into the world.	5
When the Republicans were in charge, they actually expanded government health care with the prescription drug program.	0
Says administrator salaries were increased, but other school employees were left behind.	2
Ken Mercer wants Sean Hannity and James Dobson included in social studies texts.	3
On the Trans-Pacific Partnership.	4
Says Charlie Crist could have expanded Medicaid after the health care law passed but didnt.	3
Hispanic students in Florida perform the best of any Hispanic population in the United States.	2
Says President Obama has grown the federal government payroll by 141,000 workers and wants to add 125,000 more.	2
Says Chuck Hagels nomination as defense secretary has been publicly celebrated by the Iranian government.	5
The Koch brothers are one of the biggest polluters in the country.	0
Says Texas is the only state that exempts jet fuel from its state motor fuels tax.	4
Says the Austin City Council may give $4 million a year to subsidize a race track.	1
ObamaCare will use your tax dollars to provide free Viagra to convicted rapists and registered sex offenders.	2
From a standpoint of the county government, neither school system has received an increase in funding over the past six years.	0
On reconciliation	4
Every new Republican member of the U.S. Senate said they will vote to repeal and replace Obamacare.	1
Virginias current unemployment rate is the lowest in Virginia history.	4
Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.	1
In Providence, R.I., its illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.	5
Trenton politicians cut $1.3 billion from education.	0
The United States gives $8 million a day to Israel and gives that country a blank check.	1
Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed	1
During the Eisenhower Administration, not a single soldier died in combat.	4
There is no planned air-conditioned restaurant out on the Lens.	1
On the Keystone XL pipeline	0
80 percent of North Carolinians are for the living wage	1
Says he has supported George Bush more than I have Barack Obama.	4
The average fast food worker is 29, and most fast food workers are on some form of public assistance.	1
Says that in the last five years, Texas created more jobs than all other states combined.	2
By 2015, we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army.	4
Not even Tim Kaine is willing to say he trusts Hillary Clinton.	5
Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.	4
Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.	4
Interior deportations under Obama were down 40 percent and at a nine-year low.	1
Rick Scott got a majority of the Hispanic vote in Florida.	3
Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.	1
In an average grocery store, roughly 75 percent of processed foods contain genetically modified organisms, or GMOs.	2
Obama would "experiment with socialism."	5
A miscarriage is considered an abortion.	2
The Islamic State just built a hotel in Syria.	4
In reality, there have been no problems whatsoever with the Texas voter ID law.	3
Justice John Roberts Signed Off On Obamas Arrest For Treason.	5
All Aboard Florida is receiving millions in Florida taxpayer dollars.	2
Ninety million Americans either arent working or arent looking for work.	3
The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.	0
The federal government has 77 different means-tested social welfare programs.	0
Weve cut the deficit by two-thirds.	1
Says President Obama has never made a statement ... that he wanted a residual force left (in Iraq).	1
I have returned money every year since taking office.	0
Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.	4
Palin "fired Wasilla's Police Chief because he 'intimidated' her."	1
The CEO of Goldman Sachs let his employees know that hed be just fine with either Bush or Clinton.	3
Republican leadership took the lead confirming Loretta Lynch as attorney general.	3
Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500.	3
You know, the approval rating of Congress is down to 13 percent.	0
Says Rick Santorum funded Planned Parenthood.	2
Schools in some states are spending up to 100 days a year doing test-prep or actual testing.	3
In Oregon, students are skipping math class to learn about the Bible.	0
The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.	0
Obama's liberal fiscal agenda: Over $874-billion in new spending.	2
Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them.	2
Georgia has a well-deserved reputation for setting the gold standard for food safety.	4
We have created more jobs in this last year than the Bush administration (did) in eight years.	1
If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated.	4
In 2011, the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.	0
Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.	4
Says there are fewer jobs in America today than when Barack Obama became president.	3
Says U.S. Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers.	3
Says PolitiFact validated and independently documented its criminal history claims about Adan Ballesteros.	3
Women make 77 cents for every dollar a man earns.	1
About 800 people refused to get a drug screening because they are out there on drugs.	4
Says Mitt Romney asked for a waiver from federal welfare rules.	3
Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.	4
Sen. Jack Reed cast the deciding vote in the Senate for the Affordable Care Act.	3
Bill White ...offered sanctuary to illegal immigrants.	4
Sixty-two percent of all personal bankruptcies are "caused by medical problems."	2
China has made enormous progress in its human rights. That is a fact recognized by all the people in the world.	3
U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.	1
We have one of the highest percentages per capita of nonprofits in this state of any state in the union.	1
Says Supreme Court Justice Sonia Sotomayor has animmigrant family background.	3
Mitt Romney supervised a company guilty of massive Medicare fraud.	2
California gubernatorial candidate Steve Poizner, a Republican, "gave $10,000 to Al Gore's recount" effort in 2000.	1
Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.	2
Fox News uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.	0
Every time we raise the minimum wage, the number of jobless people increases.	4
Trump Management was charged with discriminating against African-Americans and breaking federal law.	0
China is or soon will be the largest English-speaking nation in the world.	2
The National Park Service has an annual budget that is less than the city of Austin.	0
Congressman Jeff Denhamhas agreed all illegal immigrants should be detained, arrested and deported.	3
In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.	0
As governor, Tim Kaine oversaw a huge increase in illegal immigration, a tremendous increase.	4
Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.	1
Virginias banning of felons from voting is a Jim Crow-era law.	4
Weve broken by millions the all-time record for votes in a GOP presidential primary election.	4
Only one out of 10 minimum wage workers today are teen age or a young person.	4
SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers.	0
There's not a major bill I know with Hillary's name on it.	1
Says we are going to sell this house and use the proceeds to stabilize rates.	4
Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications.	3
As a senator, Hillary Clinton actually paid female staffers a lot less than men.	3
According to recent reports, a group of death panels organized under Obamacare ordered their first execution.	5
Weve just now given over $100 billion to Iran, the equivalent in U.S. terms is $5 trillion.	2
I have a D-minus voting record from the NRA.	1
Says he "fought against $3 billion in cuts to public education since 2003."	0
When we moved into the White House, we had the lowest net worth of any family since Harry Truman.	0
Say easing restrictions on selling alcohol on Sundays will result in more traffic crashes and fatalities.	4
Says Chris Christie inherited the highest taxes in America and the worst unemployment in the region.	1
Right now the Tea Party polls higher than the Republicans and the Democrats.	4
Every year the First Coast Guard District saves 350 lives in the Northeast.	1
According to the CDC, 110 million Americans now have a sexually transmitted illness.	3
Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama.	5
We were able to provide $428 million worth of property tax relief.	1
Says President Obama is reducing our naval fleet to 1917 levels...	3
Medicare does just as good, if not better, at keeping people healthy as Medicare Advantage.	2
Our median household income in 2013 was the highest in the nation.	1
Its possible that non-citizen voters were responsible for Obamas 2008 victory in North Carolina.	5
For the first time in 13 years, our dependence on foreign oil is below 50 percent.	2
Amanda Murphy has two vacation homes around the world.	3
Gov. Nathan Deal has taken at least $15,600 from the (Koch brothers), their businesses, and their employees.	4
A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.	0
Rick Perry advocated to liquidate the states rainy day fund in 2007.	2
The Democratic health care plan is a "government takeover of our health programs."	5
Says Scott Walker says he would ban stem cell research	4
For the first time in history, Wisconsin has more government jobs than manufacturing jobs.	1
Statistically, law-enforcement officers die 10 years earlier than the general population.	4
America owns 3 percent of the worlds oil but consumes 25 percent of its global reserves.	1
Air travelers cant get on a plane in the United States without someone doing a background check on them.	2
Four percent of American citizens are black males, but they are 35 percent of murder victims.	1
The federal government may put 16,500 IRS agents in charge of policing President Obamas health care bill.	2
Suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.	4
This Congress made history as the least productive, most unpopular Congress in the history of this proud nation.	1
We just cant afford to pay 100 percent of government employee benefits.	2
University of Texas students signed a petition seeking the legal right to abort newborn babies up to five-years-old.	2
I have askedtheDivision of Emergency Management toreport directly to me.	3
Weve added, in the last eight years, $4 trillion of debt to the nations obligations.	1
The U.N. Arms Treatyinfringes upon our right to keep and bear arms.	4
Teachers will not be able to return to work after raising their children.	3
Says Newt Gingrich aligned with Nancy Pelosi on global warming.	0
The Jewish holiday Purim is "their version of Halloween here."	4
Under Scott Walker, Wisconsin unemployments up from 4.8% to 6.2%	5
If you have a job in this country, (theres a) 97 percent chance that youre not going to be in poverty.	1
Says Target installed urinals in a womens bathroom to accommodate the ones who have giblets.	5
An anonymous e-mail says that Hillary Clinton advocates communism.	5
Says PolitiFact has ruled that Ed Gillespies ads are false and misleading.	2
For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.	0
The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.	4
Brazil got off oil in the last 30 years.	4
Louisiana gets "not one single penny" from Gulf Coast offshore oil revenues.	4
We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.	1
For the first time in U.S. history, a personal inaction will be deemed unlawful -- not purchasing a health-insurance plan	4
American colleges amount to a cartel.	3
Says he lived in a colonia while working as a farm worker.	4
Over the last 40 years, this countrys prison population has grown by 500 percent.	1
Bernie Sanderss plan is to raise your taxes to 90 percent.	5
Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.	0
We dont have bridges being built in the United States.	2
Every time you buy an airline ticket, the federal government runs a background check on you.	3
We will be the first party to elect a bald guy to governor.	4
In the past year, DeKalb has attracted and retained more than 2,300 jobs.	1
Manufacturing is having its best employment year in almost 15 years.	1
Georgia ranks No. 9 in the rate of women murdered by men.	0
Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent	5
Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true.	1
Says Gov. Charlie Crist has called him "a rock star."	0
Says U.S. Rep. Connie Mack took seven and a half years to finish college.	3
Portland Schools spend $500K to deem PBJ sandwiches racist.	5
Says these Jersey Shore folks, theyre from New York.	2
Says he cured Charlie Sheen and the island of Comoros of HIV with milk from goats, which had arthritis.	5
Government employees make 43 percent more in wages and benefits than private-sector workers.	3
Has created 60,000 net new jobs since taking office.	1
I get the most money from active duty officers and military personnel.	0
In Texas, schools do not even have to teach sex education.	0
Terry McAuliffe cashed in, walking away with millions from the demise of Global Crossing.	4
Phoenix is the kidnapping capital of the Western Hemisphere.	4
While in the Illinois Senate, Barack Obama passed legislation moving people "from welfare to jobs."	1
Very little of (the defense) budget less than 10 percent actually goes into fighting ISIS and international terrorism.	3
Says the U.S. Department of Homeland Security must report to about 100 congressional committees and subcommittees.	0
Says cuts by Gov. Rick Perrys administration left 12,000 teachers without a job.	2
Says Gary Farmers claim that he received an A from the NRA is an absolute lie.	0
Independent groups behind ads attacking Democratic candidates are front groups for foreign-controlled companies.	3
Says Donald Trump supports an agenda out there to privatize the Veterans Affairshealth care system.	3
Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.	0
Says Texas state funds were spent on a TV series on spouses cheating on their wives, kind of glorifying the act of cheating.	1
Congressman McCollum voted to dismantle Social Security.	5
Bush's tax cuts for high earners have been the biggest contributor to the budget deficit.	4
All of the records, as far as I know, about what we did with health care, those are already available.	3
Nevada is No. 1 in unemployment, violent crime, car theft, divorce, robberies and foreclosures.	1
Says the mandate is 71 times that a childs body will be injected with a disease for immunizations.	4
Floridas high school graduation rate falls well below the national average.	0
Under Gov. Scott Walker, Wisconsin projected a $1 billion (budget) surplus and it turns out to be a deficit of $2.2 billion.	3
I'm the only Republican who has gotten endorsements in this presidential race from major labor unions...	0
Annexation would lead to overcrowding at Decaturs city schools.	4
On fundraising for super PACs	4
The Nordic countries are some of the few countries that meet development aid goals.	1
Tells David Cicilline, 94 percent of the carbon emissions which you so want to get rid of are caused by nature.	4
Sen. Barbara Boxer voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.	4
Senator Obama has the most liberal voting record in the United States Senate.	3
The only growth sector that weve had in the last two years in America is government growth.	4
Who will raising the minimum wage actually help? More than half work full-time. The average worker is 35 years old.	2
Fifty percent of the graduating class of the year 2012 will have smoked marijuana or have done illegal drugs.	1
Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Barack Obama and Hillary Clinton.	1
The public option is not funded with public money. It's funded with private insurance premiums.	2
Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.	0
Its coming. Nobody can stop this train.	4
Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.	0
Says food stamp growth, while high, lagged the rise in unemployment.	0
After the shootings of Dallas policemen, nearly 500 people applied in just 12 days.	0
I have a very conservative voting record.	1
For every dollar a county gets in taxes from new development, it costs us 40 to 50 percent more to provide services.	2
More 25- to 34-year-olds are moving to Austin than any other city in America.	3
One thousand people a day are moving to Texas, which means there will be 15 million more people over the next 25 years.	2
No other country has a constitutional right like the Second Amendment.	1
We have not taken away any rights that have currently existed in any city in North Carolina with the passage of HB2.	4
John Boozman is excited about putting a 23 percent national sales tax on everything you buy.	2
Since June 2009, about 48 percent of all the jobs created in America were in Texas.	2
Says Ron Wyden spent $2 million to study exotic ants.	4
Its just been announced that the residents of Florida are going to experience a massive, double-digit premium hike.	2
For a young man or woman who is entering the ninth grade in Newark this year, they have a 29 percent graduation rate.	4
Van Jones signed a petition indicating he thinks the Bush administration blew up the World Trade Center and covered it up.	2
The federal government owns 30 percent of the land in the 50 states, or about 650 million acres.	1
Says Bernie Sanders was against the auto bailout and voted against the money that ended up saving the auto industry.	2
Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!	5
Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.	4
The minimum wage is lower right now than it was when Ronald Reagan took office.	1
In our community college system (state) cuts have reduced funding per student by $1,908.	1
The Atlanta Braves are the oldest continuously operating professional sports franchise in America.	0
You have 200,000 to 400,000 military veterans on the street in this country on any given day.	4
In renewable and advanced energy manufacturing projects, Ohio now ranks first among the 50 states.	2
SaysJeb Bush significantly cut early voting prior to the 2008 presidential election.	1
The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.	3
Because of Barack Obama 32 million new people will have healthcare.	1
Right now, we only keep 50 percent of Georgia Techs graduates.	1
Most funding for tuberculosis research (is) provided by the U.S. National Institutes for Health.	1
An amazing 5,400 jobs were lost in the first 12 months of the (smoking) bans implementation in Ohios hospitality industry alone.	4
Says Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.	4
After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.	1
The Orange County, Florida, school board voted to make it impossible for a student to receive a grade below 50.	1
Richmond is the most vegan-friendly city.	4
In 2012, Connie Mack missed 178 votes, one of the worst voting records in Congress.	1
President Obama has never received a paycheck from a profitmaking business in his entire life.	4
Wendy Davis opposes any limits on abortion.	4
The United States has experienced 40 straight months of unemployment at 8 percent or higher.	0
The president released all of the oil from the Strategic Oil Reserve.	4
91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.	1
Labor union president Andy Stern is the most frequent visitor at the White House.	4
The U.S. has over $62 trillion in unfunded liabilities.	3
We now do have evidence that Donald Trump is being used as a recruiting tool for terrorists.	0
... study after study has shown that the death penalty deters murders.	2
Nationwide tuition at public universities is up almost 300 percent ... in the last 20 years.	1
On a cap-and-trade plan.	4
During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.	0
By voting for Obamacare, Sen. Kay Hagan voted to kill the equivalent of 2.5 million jobs.	3
The Keystone oil pipeline would employ 20,000 people in the United States.	4
How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?	5
Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.	3
I argued for years that we need to move from a 'Musharraf policy' to a 'Pakistan policy.' 	3
Says if you are on your bike in a crosswalk, all you have to do is dip your wheel into the road and cars must legally stop.	0
Joe Garcia raised utility rates on families.	4
Two-thirds of the top-rated hospitals in Florida were our hospitals.	1
Says Donald Trump says organized crime runs wild on reservations.	2
Barack Obama "said in 2004 there was no difference between (Obama) and George Bush on the war."	2
I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.	5
Between Austin, San Antonio, Houston and Dallas over 8,000 same-sex couples are raising children.	2
Shaheen votes with Obama 99 percent of the time.	1
Says Bill White is refusing to debate.	5
Theres nothing in the [RhodeMap RI] plan that takes away local government control and local zoning control.	2
Without Westside MAX, wed need to add 2.9 lanes to the Sunset Highway.	3
Elena Kagan is a New York City radical, Marxist lawyer through and through.	5
Says Rick Perry provided in-state tuition... for illegal immigrants.	0
Wendy Davis has already taken more $ from teacher unions than the past 3 Democrat gubernatorial candidates combined.	3
A proposed immigration bill will bankrupt Georgia if passed.	4
Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.	4
In three years we could find close to 50 million gallons per day through a toilet replacement program.	1
The Washington D.C.-area never has a recession.	4
Says Texas is 1st in business climate, 49th in education.	2
Says McCain "voted to let governments charge rape victims" for forensic exams.	5
Says Chris Abele has had five years and hes done nothing about the Estabrook Dam.	4
Community banks are being destroyed by Dodd-Frank.	4
In New York City, an entry level janitor gets paid twice as much as an entry level teacher.	4
Says black women are fastest-growing demographic group in ... Texas seeking concealed handgun licenses.	2
Youve got more people wanting to go moose hunting in New Hampshire than want Obamacare.	2
Theres no correlation between primary turnout and wins in the fall in the last 11 elections.	0
Africa is spending the highest percentage of their GDP on education of any part of the world.	4
Recent studies have confirmed that any academic benefits of government funded preschool disappear by the fourth grade.	4
The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.	0
The number of African-American men in prison has increased fivefold since he left office.	1
Says at the state level were spending more on tax expenditures than we are on public safety, health care and education combined.	1
We have more hospitals that are childrens hospitals than any other state in the union. 	4
In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.	1
Says former U.S. Rep. Carol Shea-Porter refused to host town hall meetings during her time in Congress.	3
On calling Supreme Court nominee Sonia Sotomayor a racist.	4
Ninety six percent of employers in the Granite State are considered small businesses.	0
On the use of presidentially appointed commissions.	4
Marco Rubio is a "Miami lobbyist."	3
Ive never supported legislation that invades peoples choices about contraception.	2
Mitchell International Airport is the the third busiest airport in the world and the number one busiest in the country.	4
Georgia is one of seven states to lose jobs in 2011 and has lost 8,200 jobs so far.	1
Says the Obama administration catches and releases nonviolent illegal immigrants.	2
Says Wisconsin Democrats during the previous administration adopted double-digit tax increases.	1
I never considered myself a maverick.	5
Mitt Romney says the Arizona immigration law should be a model for the nation.	4
Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.	0
Floridas economy became a bad economy ... because of a huge spike in oil prices in the summer of 2008.	3
Recommendations for a major tax overhaul for Georgia are an overall tax hike.	3
The government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.	4
Six of Georgias counties have no lawyers at all.	0
Employees in workplace freedom states make more money	3
Do this research watch how much crime picks up if you take away [football].	4
The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield.	4
(After the auto bailout) General Motors is back on top as the worlds No. 1 automaker.	2
Martin Luther King Jr. was a Republican.	4
Rhode Island charter schools are nationally recognized as outperforming their counterparts across the country.	1
When Roy Barnes was governor, "Georgia created 235,000 jobs."	2
Texas has more full-time state employees per capita than California and Illinois.	2
Alaskas Prince William Sound is pristine now.	4
The $2.3-billion budget deficit I inherited when I came into office became a $2.9-billion surplus.	2
While Americans pray for Paris, the government has acted on mandatory national vaccinations.	5
Says Scott Brown voted to give oil companies big tax breaks.	1
The infant mortality rate is 15 percent higher in states with right-to-work laws.	2
The state of Georgia is near the bottom among states for SAT scores and graduation rates.	0
The middle class can be defined to include those with income between roughly $20,000 and $60,000.	2
By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion.	2
Odd fact for odd draft: No. 2 overall pick will earn more than the No. 1 pick due to no state tax in Florida. So 2 not so bad.	1
Says that in some Texas communities, our unemployment rate is still at 10 and 20 percent.	2
Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.	2
If the state turns down money for high-speed rail, it will kill nearly 10,000 permanent Wisconsin jobs.	3
Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.	3
He has never voted for a federal restriction on gun ownership.	0
In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.	4
Under Gov. Mitt Romney, Massachusetts ranked 47th in job creation.	2
The six largest cities in Ohio all have higher rates of violence and crime than every major city along the U.S.-Mexico border.	1
He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.	0
Says he did not support the October 2008 legislation to rescue Wall Street firms.	2
Said U.S. Rep. Jim Marshall, D-Macon, sent nearly $2 billion overseas to build wind turbines and create jobs, mostly in China	4
The Arab Spring drove up gas prices.	2
Says New York has bureaucrats telling you whether you can even drink a Big Gulp.	3
Chris Christie cut equal pay for women, calling it senseless bureaucracy.	3
We in Indiana have . . . the highest credit rating in the nation.	1
Tim Kaine proposed over $6 billion in tax increases from the time he entered the governors mansion until the time he left.	2
Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.	1
A wide majority of NRA households ... supported this legislation on gun background checks.	1
Today, about 40 percent of guns are purchased without a background check.	2
The Democrats have over 20 field agents to our zero."	2
Social Security is a Ponzi scheme.	4
Says Nick Rahall voted with Obama 94 percent of the time.	2
In 2011, texting surpassed alcohol as the leading contributing factor in teen driving deaths.	3
The vast majority of (Syrian) refugees are young, able-bodied men looking for work.	4
The Republican leader of the Senate said his main goal after this election is simply to win the next one.	2
Rick Scott increased tuition at our state colleges and universities by double digits.	3
Our men and women of the Guard have been forced to contact food banks to feed themselves.	4
Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times.	0
Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.	5
An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.	3
Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.	0
Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.	5
Says Newt Gingrich said Spanish is the language of the ghetto.	1
When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.	4
Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions.	0
The decision to remove Chick-fil-A from Emory University was based solely on student feedback.	2
On restoring voting rights to non-violent felons.	4
President Obama "doesn't ... want to admit we're at war."	5
Says Barack Obamas regulatory adviser Cass Sunstein, wants to ban hunting and says animals should be represented in court.	2
The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.	0
Says Texas Senate hopeful Donna Campbell doesnt live in the district shes hoping to win in 2012.	3
The state covered a smaller percentage of the cost of K-12 education in 2013 than it did in 2002.	1
The government does not need a warrant to read your old emails.	0
The poorest in this country are women.	0
Says Richard Devlin raised your taxes by $1 billion in a single day.	2
Says in Newark were paying 80 percent of the school budget from local property taxes.	4
Says she created the first felony deferred prosecution program for nonviolent first-offenders in Texas.	3
Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, I cant say that.	3
We spend about 75 percent of the entire cost of the military aspect of NATO.	2
In every state, women are paid less than men.	0
Theres only one of us whos actually cut government spending -- not two, theres one and youre looking at him.	2
The health care bill cuts the deficit by over $1 trillion dollars.	2
Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.	4
Says he can be on the ballot for Congress while serving time in jail.	1
Obama "only wants your children to have health insurance."	4
The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally.	2
Says the federal government is earning more tax revenue now than any other time.	3
The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.	3
Maggie Hassan missed nearly every university system board meeting.	1
Says Josh Mandel opposed federal loans to the auto industry.	4
Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.	3
The high-speed rail project would create 60,000-plus jobs for Floridians.	4
Today almost half our debt is owned by foreigners.	0
Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.	0
So far in 2015, there have been more mass shootings than days.	3
Republican candidate for governor Nathan Deal fought to weaken Georgias rape shield law.	2
Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.	5
Aaron Bean voted to give illegal immigrants in-state tuition.	1
Says he has a track record of not raising taxes.	4
Almost 40 percent of all (undocumented)immigrants come by plane and they overstay their visas.	2
