text	label
. Staff observe minute of silence at #AFP headquarters for the victims of #CharlieHebdo #JeSuisCharlie	1
This is how the world's cartoonists responded to the #CharlieHebdo attack:     #JeSuisCharlie	1
"Children among at least six people taken hostage at kosher store, reports say. #ParisAttacks"	1
"BREAKING: #CharlieHebdo Hebdo to be published next week in defiance of attack, with contributions from cartoonists from around the world."	1
The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol	1
"10:28am Charlie Hebdo account mocks ISIS leader, wishing him ""good health and best wishes"""	1
The Algerian Muslim editor - killed in the #CharlieHebdo attack - nobody knows about: Moustapha Ourrad. #JeSuisMuslim	1
"I prefer to die standing than to live on my knees Charb, editor of #CharlieHebdo killed today  #JeSuisCharlie"	1
Terrorist killings at #CharlieHebdo are a barbaric crime in the name of Islam. But lampooning core beliefs of Islam is not press freedom.	1
"#JeSuisCharlie Charb who was assassinated today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds"	1
How the #CharlieHebdo terrorist attack unfolded:	1
"Charlie Hebdo editor Stéphane Charbonnier said he'd rather ""die standing than live on my knees."""	1
Response to horrific #CharlieHebdo murders should be to protect civil liberties not limit them. Not an excuse for more mass surveillance.	1
"If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie"	1
#Picture  IS terrorist scum executes injured police man in #Paris.  #CharlieHebdo	1
"Charlie Hebdo, we love you"	1
The new world we live in #CharlieHebdo	1
"On the darkest of days, like this, the French philosopher Voltaire perhaps say it best: #CharlieHebdo"	1
"Gallows humor ""Give yourselves up or our elite cartoonist will draw a caricature of the Prophet"" #CharlieHebdo"	1
"White terrorists are 'mentally ill', while brown terrorists are 'Islamic assassins'. #NAACPBombing #CharlieHebdo"	1
He's Muslim and he's NOT a TERRORIST      #MuslimsAreNotTerrorists  #RIPCaroline   #JeSuisCharlie	1
"Been watching UK news all morning, seen no mention of multiple attacks on mosques in France after yesterday"	1
Indeed ....#charliehebdo	1
.  changes Twitter pic to #JeSuisCharlie #CharlieHebdo	1
"Snipers, helicopters turn French town Dammartin-en-Goele into warzone. Photo: Dominique Faget #AFP"	1
"#Breaking: french police release portrait of susp #Montrouge shooters same of hostage situation #Paris """	1
The response to #CharlieHebdo should be to reprint his work and spread it wider than his killers could have thought possible	1
12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson	1
Imagine  Nothing to kill or die for   And no religion too  Imagine all the people Living life in peace..    #JeSuisCharlie	1
"Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons."	1
They should stop making attacks they are giving a bad image to Islam    #CharlieHebdo	1
Journalists in Beijing gather for #JeSuisCharlie photo. Police are not pleased  (AFP)	1
"Man compares the Prophet to a dog! He prays for his forgiveness; has him buried in his own cloak, and prays upon his funeral. #CharlieHebdo"	1
The Eiffel Tower will go dark at 8 p.m. local time in Paris in remembrance of the Charlie Hebdo victims	1
"Real Muslims have never seen, and cannot see #terrorism as a way for solving their problems.*** #CharlieHebdo"	1
A picture says more than a thousand words. #CharlieHebdo	1
Seven great cartoon responses to the #CharlieHebdo killings:	1
"If Indian Media is standing for #CharlieHebdo &amp; Freedom of Speech, lets ask them to publish the said cartoon right now. #ParisShooting"	1
"#Paris #CDG air traffic controllers end ATIS message with ""I AM CHARLIE"" #CharlieHebdo #avgeek"	1
"Among those killed in #CharlieHebdo shooting: the editor-in-chief, a graphic artist and at least one police officer"	1
"The Paris killers are dead. Stuff them, posed as a Charlie Hebdo cover, and put 'em on display at the Louvre."	1
"Wake up,it's real. #CharlieHebdo"	1
"Savagely murdering innocent people brings only shame, not honor. Monsters. #CharlieHebdo"	1
"If I condemn the attack, that doesn't mean I support Charlie Hebdo, and If I condemn Charlie Hebdo, that doesn't mean I support the attack."	1
"6 days after Charlie Hebdo's 2011 firebombing, it ran an image of a cartoonist kissing a jihadi, with caption: Love is stronger than hate"	1
BREAKING:  #Paris is exploding with support for #CharlieHebdo. #ParisShooting	1
Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years'	1
Support meetings all around the world. Check  #JeSuisCharlie #CharlieHebdo	1
#JeSuisCharlie vigils held around the world - in pictures  (Pic: E CASTRO-MENDIVIL/REUTERS)	1
Terrorists shoot officer in Paris during terrorist attack at Charlie Hebdo  Graphic content +18	1
Police officers at  hold a moment of silence to remember those killed in the #CharlieHebdo attack	1
"Paris sieges are over, all gunmen are dead and all hostages are alive, reporter says on  citing police sources and statements"	1
Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack	1
While the West fought foreign wars we ignored the threat from within our own societies says UKIP Leader	1
"Even before #Charlie Hebdo killings, in many places journalism had become a life-threatening proposition."	1
The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers	1
"As a Muslim, I absolutely refuse to apologize for this terrorist act. But as a Muslim,I demand justice for the victims&amp; say: #JeSuisCharlie"	1
Anti-terror police close in on #CharlieHebdo suspects in tiny French village	1
People who have actually died of being offended: 0  People who have died because others were offended: far too many.  #CharlieHebdo	1
Brilliant cartoons continue to emerge in wake of #Charliehebdo attack. This one via	1
#CharlieHebdo  the magazine will be published next Wednesday as usual says magazine lawyer. Print run: 1 million copies.	1
"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in  Charlie Hebdo attack"	1
France raises national alert system to highest level after attack at Charlie Hebdo HQ	1
"#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES"	1
Above us only sky. #CharlieHebdo	1
. on what we know about the suspects in the #CharlieHebdo attack.	1
"Please, RT! #CharlieHebdo attack: the next chapters! Via  #RespectForMuslims"	1
Top editor in Qatar urges Muslims ‘not to apologize’ for #CharlieHebdo #ParisShooting	1
"George Orwell: “If liberty means anything at all, it means the right to tell people what they do not want to hear."" #CharlieHebdo"	1
Neither Islam nor multiculturalism to blame for bloody #CharlieHebdo attack - UN Human Rights Chief #Zeid	1
VIDEO: Helicopter understood to have landed on roof of #CharlieHebdo siege building during raid #ParisAttacks	1
The moving tributes to the victims of the Charlie Hebdo shooting	1
Nova Scotia CAN Halifax →  » UPDATE » 659 Charlie Hebdo  Charlie Hebdo has had a long tradition of disrespect and pro…	1
Solidarity with #JeSuisCharlie mass posting Charlie Hebdo cartoons 2 pm today UK time  …	1
"How the world’s newspapers covered the #CharlieHebdo attack, in pictures:  (Pic: De Morgen)"	1
IN PICTURES: French cops close in on suspected #CharlieHebdo terrorists outside Paris	1
We can never allow the barbaric savagery of islamic extremism to defeat our right to free speech.   #CharlieHebdo	1
The problem isn’t Islam. The problem is assholes. Every religion has ‘em. #JeSuisCharlie	1
There can be no justification whatsoever for such taking of life #CharlieHebdo (2/2)	1
"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear -"	1
A real Muslim cannot be a terrorist. *** #CharlieHebdo	1
"Police establish tight cordon around second hostage scene in #Paris. Eery quiet, except for buzz from helicopters."	1
"#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes"	1
French newspaper Charlie Hebdo's last tweet before gunmen attack	1
Charlie Hebdo's Last Tweet Spoofed ISIS Leader Al-Baghdadi	1
Heartbreakingly brilliant cartoon by   in solidarity with his French colleagues. #CharlieHebdo	1
"Reasons for Death:  19th Century:World Wars, Ship Disasters, Famine, Revolutions.   2015: Cartoons  #CharlieHebdo #ParisShooting #JeSuisCharlie"	1
"Stop saying #CharlieHebdo was ""known for mocking Muslims."" They mocked EVERYONE."	1
BREAKING: Armed man takes hostage in kosher grocery east of Paris	0
"#CharlieHebdo killers dead, confirmed by gendarmerie."	0
"Top French cartoonists Charb, Cabu, Wolinski, Tignous confirmed among dead in #Paris #CharlieHebdo attack. Editor is critically wounded."	0
Police have surrounded the area where the #CharlieHebdo attack suspects are believed to be:	0
PHOTO: Armed gunmen face police officers near #CharlieHebdo HQ in Paris	0
"10 people have died in a shooting at the Paris HQ of French weekly Charlie Hebdo, reports say."	0
BREAKING: Paris police say shots fired at satirical newspaper Charlie Hebdo; witness says multiple gunmen involved.	0
Charlie Hebdo gunmen reportedly heard shouting: 'Prophet has been avenged'	0
#Banksy's response to today's incident in Paris via his official #Instagram acct  #CharlieHebdo	0
UPDATE: Cop fatally shot as France hunts #CharlieHebdo massacre suspects	0
"According to AFP ""a number"" of hostages have been freed after police raided supermarket / Hostage in #Dammartin free"	0
Gunmen reportedly asked for victims by NAME before shooting them #CharlieHebdo. Live updates:	0
#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting'	0
"Three gunmen who shot dead 12 people at the HQ of #CharlieHebdo are still on the run in Paris, police say."	0
BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris.	0
"Paris police: 10 dead, 5 injured at #CharlieHebdo shooting"	0
MORE: Police surround kosher grocery store in eastern Paris where armed man is holding hostage	0
"BREAKING: Police official: Suspects in Charlie Hebdo massacre killed, hostage freed."	0
Charlie Hebdo attackers were two masked men brandishing Kalashnikovs and rocket launchers	0
"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. #JeSuisCharlie"	0
A person living near the #Dammartin hostage scene sent us these photos #CharlieHebdo #obs	0
BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo	0
"Nine journalists and two police officers killed in #CharlieHebdo attack, police spokesman confirms"	0
Chilling video allegedly of #CharlieHebdo attackers filmed from rooftop. A cry of 'Allahou Akbar' followed by shots  …	0
#CharlieHebdo witness - Gunmen told me to tell the media they were Al-Qaeda in Yemen  h/t	0
UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in #CharlieHebdo shooting - Reports	0
AFP reporting at least five hostages have been taken at kosher shop in Paris - live  #CharlieHebdo	0
BREAKING: Paris: 10 dead in attack on satirical paper that poked fun at Mohammed  #CharlieHebdo	0
#CharlieHebdo famous cartoonists Charb and Cabu shot dead according to reports	0
BREAKING: Car chase under way in Paris as officers pursue #CharlieHebdo suspects down motorway	0
[Happening Now] Shooting and hostage situation at Kosher supermarket in eastern #Paris	0
"UPDATE: 12 now confirmed dead in #CharlieHebdo attack in Paris,  is reporting. Story:  (AP)"	0
"#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered"	0
The first person killed in Charlie Hebdo attacks was Muslim police officer	0
BREAKING: At least 2 killed in #Paris hostage situation via	0
"At least 12 people were killed in today's deadly attack on #CharlieHebdo, an official says."	0
Breaking: Armed man linked to Charlie Hebdo suspects takes hostages at kosher grocery store in east Paris	0
#BREAKING - One person has been injured in the shootout at kosher grocery store in Porte de #Vincennes	0
BREAKING: French police descend on town where gunmen resembling suspected #CharlieHebdo attackers hit gas station	0
BREAKING: 10 reported dead in Charlie Hebdo HQ shooting - local media	0
"UPDATE: French police in standoff with #CharlieHebdo attack suspects, hostage believed taken"	0
"RT  R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack"	0
Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken -  broadcast	0
Police officer at scene of Paris hostage situation tells the BBC two people are confirmed to have died	0
Charlie Hebdo Suspects and Police Are Said to Exchange Fire Northeast of Paris	0
French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack	0
Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage:  #CharlieHebdo	0
Update - AFP reports at least five people have been taken hostage and one person wounded after shooting at kosher grocery in eastern #Paris	0
Update - AFP reports an armed man has taken a hostage in a kosher grocery in #Paris	0
Latest on the manhunt for Charlie Hebdo attackers:	0
"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere."	0
"According to #CharlieHebdo’s lawyer four well-known French cartoonists were killed by the masked gunmen: Cabu, Wolinski, Charb et Tignous."	0
#BREAKING : Both Charlie Hebdo suspects killed as police storm building (police sources)	0
And now the Trocadero. I have a very bad feeling about today	0
#BREAKING - At least five hostages in Paris kosher supermarket: (AFP)  #Vincennes	0
Witness to #CharlieHebdo attack claims gunmen told him it was “Al-Qaeda in Yemen” (i.e. AQAP):	0
#BREAKING At least five hostages in Paris kosher supermarket: source	0
BREAKING: Hostage taken at kosher deli in Paris by gunman who killed cop yesterday	0
Suspects in Thursday slaying of policewoman and current hostage situation in the East of Paris. AFP	0
"#CharlieHebdo suspects killed, hostage freed and safe after police assault. Photo Joel Saget #AFP"	0
"BREAKING UPDATE: 11 dead, 10 wounded in Charlie Hebdo HQ shooting - Paris police"	0
"UPDATE: Security alert in Trocadero near the Eiffel Tower in Paris appears to be ""false alarm""."	0
Kosher restaurants closing across Paris. Schools nr latest incident locked down. #ParisAttacks	0
BREAKING: Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.	0
#BREAKING Hostages taken north-east of Paris: police	0
Brilliant by  #CharlieHebdo	0
"BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers"	0
#BREAKING - At least 2 dead in  hostage standoff in Paris Kosher supermarket (AFP)	0
Report: Hostages taken at a printing shop northeast of Paris; some injuries -  broadcast	0
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects"	0
#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting'	0
"Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack, #JeSuisCharlie #IamCharlie #ParisShooting"	0
#CharlieHebdo cartoon attributed to #banksy is really by  #JeSuisCharlie	0
#CharlieHebdo liveblog by  says news director Charb in critical cond. AQ put price put his head in '13	0
Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele	0
#BREAKING At least two killed in hostage drama east of Paris: source	0
#CharlieHebdo gunmen reportedly killed in firefight with French special forces	0
Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo: Anne Gelbard #AFP	0
Update - French media: identified suspect in #Paris policewoman killing is known associate of suspected #CharlieHebdo gunman Cherif Kouachi	0
There's a tank near the #Paris hostage scene  (Pic: Heathcliff O'Malley)	0
Staff of #CharlieHebdo magazine were shot as they were in the midst of an editorial meeting. Latest updates:	0
"11 just killed in Paris by ""Alu Akhbar"" shouting armed men in attack on  satirical mag Charlie Hebdo. Background:"	0
"New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout ""Allahu Akbar"""	0
Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack	0
Charlie Hebdo attack was obviously carefully planned.     ... and than you leave your ID card in the getaway car?   ─►	0
"12 dead in Paris attack on #CharlieHebdo office, five others critical"	0
"R.I.P. Ahmed Merabet, a French Muslim cop, first victim of #CharlieHebdo #ParisShooting"	0
"R.I.P. Ahmed Merabet, a French police officer, a Muslim, the first victim of #CharlieHebdo attack,  via"	0
"Ten killed in shooting at headquarters of French satirical weekly Charlie Hebdo, says French media citing witnesses #c4news"	0
"Police seen in Longpont, a village near to a petrol station reportedly robbed by the two #CharlieHebdo suspects."	0
"MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris:"	0
DEVELOPING: 2 reported dead in second hostage situation at Paris grocery store	0
#BREAKING - An armed man has reportedly taken a hostage at a kosher grocery store at Porte de #Vincennes #Paris	0
Feared at least 5 hostages are being held in Paris 'kosher' grocery	0
"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED:"	0
"Breaking: At least 10 dead, 5 injured after tO gunman open fire in offices of Charlie  Hebdo,satirical mag that published Mohammed cartoons"	0
BREAKING UPDATE - FRANCE: Police order all shops closed in famed Jewish neighborhood in central Paris following attacks.	0
Police vehicles chase #CharlieHebdo suspects on French motorway	0
French police publishes photos of suspect in yesterday's Montrouge shooting. Maybe the same persons in Kosher market	0
"Unconfirmed reports that #CharlieHebdo attackers shouted ""The Prophet is avenged"" and used a rocket launcher. This is next level ****."	0
Banksy’s take on #CharlieHebdo	0
"Fact that the Gunmen were shouting ""Allah Hu Akbar"" while shooting rules out any connection with the Religion of peace. #CharlieHebdo"	0
MORE: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects:	0
"Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate."	0
Update - police say gunman in #Paris grocery threatens to kill hostages if police storm suspected #CharlieHebdo gunmen in Dammartin-en-Goele	0
Tribute to #CharlieHebdo on Banksy's instagram account:	0
"Interesting that #MouradHamydInnocent is trending, started by classmates who say suspect Mourad was in class at time of #CharlieHebdo attack"	0
It ain't Banksy! Meet  artist behind the iconic #CharlieHebdo pencil tribute	0
Banksy says #JeSuisCharlie in a beautiful way (vi	0
Update - French interior ministry says incident which led to evacuation of Trocadero near the Eiffel Tower in Paris was a false alarm	0
"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via"	0
"BREAKING: French police convoy, helicopters rush to scene of operation to detain #CharlieHebdo shooting suspects, AP says"	0
"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police"	0
"French police confirm that the #CharlieHebdo attackers shouted ""The Prophet has been avenged"".    Sigh."	0
Witnesses say several masked men were involved in the shooting at #CharlieHebdo's Paris HQ.	0
"URGENT: #CharlieHebdo suspects located in Aisne, northern France - reports via"	0
Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects	0
"Ten people killed in attack at offices of satirical French magazine Charlie Hebdo, Paris prosecutors say"	0
"BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media"	0
"Suspected #CharlieHebdo killers are in same jihadist group as hostage-taker in Paris store, police union rep says."	0
"Hostage-taker at Paris store demands release of #KouachiBrothers, police union spokesman says."	0
France's interior minister says operation to detain Charlie Hebdo suspects is now underway northeast of Paris -	0
Witness says multiple gunmen involved in shooting at Paris HQ of French satirical magazine Charlie Hebdo -	0
BREAKING: 10 dead in shooting at headquarters of French satirical weekly #CharlieHebdo - French media citing witnesses. #France	0
This widely shared cartoon about the #CharlieHebdo attack is actually by  and not #Banksy	0
Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack	0
BREAKING NEWS: Hostage situation at supermarket in eastern Paris after shots ring out - AFP	0
#CharlieHebdo - 11 dead including 2 police in Paris shooting. Photo:  #AFP	0
"French President Hollande condemns ""barbaric act"" after #CharlieHebdo gun attack kills 11"	0
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station	0
French official says attack on Paris weekly #CharlieHebdo was with Kalachnikov automatic rifles and rocket launcher. Unprecedented. #AFP	0
BREAKING NEWS: Several hostages freed at Jewish supermarket in Paris: AFP	0
At least two killed in hostage drama east of Paris. Photo  #AFP	0
France's top security official confirms that 3 gunmen carried out the attack on #CharlieHebdo	0
Police say 12 now dead in #CharlieHebdo attack including 2 police officers; prosecutor says gunmen still at large	0
Update - Police say 12 people killed after armed gunmen stormed headquarters of French weekly publication 'Charlie Hebdo' in #Paris	0
"Banksy's take on Charlie Hebdo is simple, elegant &amp; uncompromising   #JeSuisCharlie"	0
"“I don’t feel as though I’m killing someone with a pen."" -Stephane Charbonnier 1967-2015 #CharlieHebdo"	0
#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media	0
#BREAKING Killed Charlie Hebdo suspects came out firing on security forces: source	0
Gunman Takes Hostage In Paris Shop - Report	0
"6 people believed to be hostages at Paris market, source tells BFMTV; Interior Ministry hasn't confirmed number."	0
"Hostage-taker in supermarket siege killed, reports say. #ParisAttacks"	0
"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded:"	0
4 #CharlieHebdo cartoonists killed:    - Charb  - Cabu  - Tignous  - Georges Wolinski    #JeSuisCharlie	0
Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris	0
Photo of the 2 cartoonists killed in the attack on #CharlieHebdo in #Paris today. RIP.    via	0
Paris attack suspects have taken a hostage. French police have them cornered near Paris airport. Live:	0
MORE: Massacre suspects believed to have taken hostage and holed up in small industrial town northeast of Paris:	0
The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers	0
"Charlie Hebdo journalist Wandrille Lanos tells France 2 that men with kalashnikovs entered the office, calls it a ""scene of carnage."""	0
"Two shot in Paris, including traffic cop, as manhunt continues for #CharlieHebdo suspects"	0
→  Charlie Hebdo attack: Hunt for killers focuses on northern France #CharlieHebdo 485	0
#BREAKING : Both hostages in #Dammartin and #Paris are free and safe	0
"Police: Four of France's most celebrated cartoonists killed: Charb, Cabu, Wolinski, &amp; Tignous  #CharlieHebdo"	0
Breaking: Gunman at Paris store threatens to kill hostages if #CharlieHebdo suspects are harmed.	0
URGENT: 3 gunmen involved in deadly attack on #CharlieHebdo - French interior minister  #Paris	0
Killed Charlie Hebdo suspects came out firing on security forces: source (AFP)	0
And now reports of a possible fourth shooting incident at Trocadero near Eiffel Tower. Trying to get confirmation.	0
There are reports of an armed incident at the Trocadero near the Eiffel Tower. #ParisAttacks	0
BREAKING: Police official confirms that 12 have died in the attack on the #CharlieHebdo headquarters	0
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking	0
#CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo  #AFP	0
"Suspect in Montrouge killing also suspected in today's market standoff in Paris, source tells CNN affiliate BFMTV."	0
"Police say 11 now dead in ""carnage"" at #CharlieHebdo HQ in Paris - follow our coverage:"	0
Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage:	0
Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way	0
The suspect in a Paris kosher supermarket siege killed two people and is holding hostages	0
"Breaking: Armed men attack offices of French satirical magazine Charlie Hebdo, killing at least 10, police say"	0
Update: French interior ministry says Trocadero security scare is a false alarm. #ParisAttacks	0
‘Banksy’ Instagram tribute to #CharlieHebdo victims not posted by artist  (Pic: Lucille Clerc)	0
"2 brothers suspected of #CharlieHebdo attack spotted in northern France, sources tell AFP"	0
#Banksy has also contributed a powerful message of perseverance &amp; support after #CharlieHebdo attack. #JeSuisCharlie	0
Reports that several hostages apparently freed at the #Paris kosher grocery	0
This powerful cartoon about the Charlie Hebdo attack is not by Banksy	0
"Eyewitness: terrorists said, “Tell the media that this is al Qaeda in the Yemen” before attacking #CharlieHebdo"	0
Update - French television channel 'France 2' are reporting that the hostage held by suspected #CharlieHebdo gunmen is male and 26 years old	0
#BREAKING - #FRANCE: Hostages taken at company North-East of #Paris  #CharlieHebdo	0
AFP: suspected #CharlieHebdo gunmen have been killed	0
"UPDATE: Two hostage situations in France are linked, Paris prosecutor says:"	0
"France's most talented cartoonists:Cabu, Wolinski, Charb, Tignous died in #CharlieHebdo attack"	0
Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man	0
"Ahmed Merabet, a French Muslim Cop, first victim of #CharlieHebdo attack, #JeSuisCharlie"	0
Reuters: 10 people shot dead at headquarters of French satirical weekly publication Charlie Hebdo in #Paris after gunmen stormed the office	0
Unconfirmed reports gunmen asked for people by name before killing editor and cartoonist  #CharlieHebdo	0
"The two suspects in the #CharlieHebdo #ParisShooting have been located, reports say."	0
Ten dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates	0
"Now we are confirming 10 dead in #Paris #CharlieHebdo shooting, via prosecutors office"	0
Charlie Hebdo shooting is a ferociously shocking moment with terrible implications for us all:   Twelve now dead.	0
BREAKING: Another hostage situation developing in a Parisian Kosher supermarket  #CharlieHebdo	0
Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates	0
#BREAKING Paris massacre suspects holding one hostage: police source	0
Shooting south of Paris with one police officer injured. Police say no known link to #CharlieHebdo attack	0
"This was a well-planned attack: the gunmen hit #CharlieHebdo in the middle of the weekly conference, with all staff present."	0
"Paris-based journalist says the attack on Charlie Hebdo's HQ involved men armed with ""rocket propelled grenades"""	0
"Looks like every Charlie Hebdo cartoonist has been killed: 1. Charb - was on Al-Qaeda's hit list; 2. Cabu, 3. Wolinski, 4. Tignous"	0
"Gunmen at #CharlieHebdo's Paris HQ shouted they had ""avenged the prophet"", reports say"	0
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday	0
BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris	0
One suspect in the #CharlieHebdo shooting has handed himself in; two others remain at large:	0
At least 12 dead in the Paris shooting. Updated story and background info:  #CharlieHebdo	0
Paris police say 11 dead after shooting at French satirical weekly Charlie Hebdo	0
BREAKING: Paris prosecutor: Gunman with hostages in kosher market in eastern Paris; police SWAT on scene.	0
BREAKING: Hostage taker at Kosher supermarket siege in eastern Paris dead: Le Monde	0
BREAKING: French police say they have located whereabouts of two suspects said to be behind attacks in Paris More at:	0
Policeman seriously injured in new #Paris shooting as seven arrests made - live updates	0
"French radio  says attackers on offices of Paris weekly ran out yelling ""Allahu Akbar"" #Charliehebdo"	0
Breaking: Paris police say 12 dead after shooting at Charlie Hebdo	0
CRISIS IN FRANCE  - Massacre suspects take hostage at business near Paris  - Policewoman-killer takes hostages at supermarket in east Paris	0
Charlie Hebdo shooting: twelve dead at Paris offices of satirical magazine  – live updates	0
#BREAKING: Trocadero square in Paris is evacuated. Unconfirmed reports of a gunman there	0
#Banksy's take on #CharlieHebdo. #JeSuisCharlie #NousSommesCharlie	0
Hostage-taker at Paris grocery is suspect in fatal shooting of officer; official confirms that shooting linked to newspaper attack -	0
Update - Telegraph reporter Henry Samuels tells Sky News 10 people have been killed in shooting at Charlie Hebdo headquarters in #Paris	0
Gallery: Tank &amp; armoured car seen near #CharlieHebdo seige outside Paris (by	0
"BREAKING: Another shooting and hostage situation is reported in Paris, at least 2 dead"	0
DETAILS: Armed man takes hostage in kosher grocery store in #Vincennes eastern Paris - Reports	0
"BREAKING: Two brothers suspected of #CharlieHebdo terror attacks in Paris killed, according to reports in France"	0
"Video footage of the the Paris shooting from French TV, via  including a shout of Allahu akbar"	0
What we know so far about the major operation northeast of Paris #CharlieHebdo	0
The artist behind this iconic #CharlieHebdo pencil tribute	0
Hundreds of police at siege in Dammartin-en-Goele. Follow our #CharlieHebdo coverage:	0
Israeli news is carrying a live interview with a woman whose niece is one of the hostages in #Paris. Niece is inside with a 6-month-old baby	0
Charlie Hebdo killers tell police: 'We are ready to die as martyrs'	0
"Terrifying account. Attackers spoke perfect French, eyewitness says RT   via"	0
"BREAKING: French authorities say the two #CharlieHebdo terrorists are still ""armed and extremely dangerous."""	0
"Armed with kalachnikovs &amp; rocketlauncher, 2 men open fire at French satirical mag Charlie Hebdo that published Prophet Mohamed cartoons"	0
Paris Murder Suspects Cornered with Hostage	0
Breaking: Gunman linked to 'Charlie Hebdo' shooters takes hostages at kosher grocery store	0
"11 dead in Paris shooting at French satirical newspaper Charlie Hebdo, police official says -"	0
Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen	0
"BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris"	0
Banksy account joins cartoonists support for #CharlieHebdo #JeSuisCharlie	0
#CharlieHebdo attack suspects take 1 person hostage North-East of Paris (police source)	0
"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in Charlie Hebdo attack"	0
Paris is on the highest terrorist alert after 12 people were shot dead at the offices of a satirical weekly magazine.	0
Trocadero square in Paris evacuated. Policemen pointing their gun.   via	0
MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach:	0
Trocadero square in Paris evacuated. Policemen pointing their gun.   via	0
Two police officers have been injured in a shooting in #Montrouge in southern #Paris - there is no direct link with the #CharlieHebdo attack	0
11 dead as shots fired at French satirical weekly #CharlieHebdo. Photo: Philippe Dupeyrat  #AFP	0
"1st person killed by terrorists was a French Muslim cop, RIP Ahmed Merabet. Bigotry is ALWAYS wrong! #CharlieHebdo"	0
