theme, label, id, tweet_text, tweet_author,
charliehebdo, 1, 552804962158514176, Utterly disgusting.  blaming free speech and Berlin protests for attack on #CharlieHebdo, Angus Podgorny,
charliehebdo, 1, 553586275438301184, Media obsesses over free speech for #CharlieHebdo while ignoring Israeli targeting journalists  , Mondoweiss,
charliehebdo, 1, 553225828625297408, Here are some short profiles of the four cartoonists who were killed yesterday at Charlie Hebdo: , Ravi Somaiya,
charliehebdo, 1, 553226059836297216, What 14 British Muslims think about the Charlie Hebdo attack
 , BuzzFeed UK,
charliehebdo, 1, 552802011733716992, The 2011 issue of Charlie Hebdo, whose cover featured Mohammed. , Brown Sahiba,
charliehebdo, 1, 552836392678465537, Proud of NDTV for upholding India's SECULAR credentials! Nidhi Razdan: "NOTORIOUS French magazine attacked by armed men"!! #CharlieHebdo, Dr Praveen Patil,
charliehebdo, 1, 553125301090525185, French Muslims condemn the Charlie Hebdo shooting  , i100,
charliehebdo, 1, 553128245420257280, Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture  , Juan Cole,
charliehebdo, 1, 552786299875520512, If your faith isn't strong enough to cope with satirical poke, it oughtn't be strong enough to induce you to kill. Barbaric #CharlieHebdo, Max Wind-Cowie,
charliehebdo, 1, 552820025409941506, It says much that men with guns feel quite so threatened by people with pens. #CharlieHebdo, Christian DeFeo,
charliehebdo, 1, 553214219899117568, Cartoonist promises to draw Mohamed every day for the rest of the year #CharlieHebdo
 , The Independent,
charliehebdo, 1, 553174247506706432, Awesome: Next issue of #CharlieHebdo will have 1 million copy run, up from 30,000 circulation., Peter Bouckaert,
charliehebdo, 1, 552797170295144449, Video of #terrorists attacking Charlie Hebdo HQ in Paris  , Russian Market,
charliehebdo, 1, 553548440563908611, call me foolish but this girl holding #JeSuisCharlie hiding her face, in a ghostly looking #Aleppo #Syria made me cry , dona,
charliehebdo, 1, 552827979093385216, A sad sad day for journalism but now we are all #CharlieHebdo 
please Retweet and Show our Support , Ernesto Che Guevara,
charliehebdo, 1, 553148844574511104, Amidst 100s gathered as close to #CharlieHebdo office as we can get… France observes silence… Notre Dame bells ring , Christiane Amanpour,
charliehebdo, 1, 552808138127446016, Every newspaper should publish a free issue of #charliehebdo so we can all see the reason 12 people have died today. , Andy Barnett,
charliehebdo, 1, 553576648973377537, #Anonymous says it will avenge #CharlieHebdo attack by shutting down jihadi websites  , Bipartisan Report,
charliehebdo, 1, 553514505633017856, In case you are confused #CharlieHebdo , Mark Hillary,
charliehebdo, 1, 553570203678683136, The Salafi Response To The Terrorist Attacks In Paris, France: “Were they forbidding an evil?” by  , Salafi Publications,
charliehebdo, 1, 552796269069209600, DEVELOPING: Paris on high terrorist alert after #CharlieHebdo shooting - Hollande  , RT,
charliehebdo, 1, 552829306439598080, More relevant than ever.
#CharlieHebdo #PeshawarAttack #MumbaiAttacks #Sept11 #PewChurchAttack #SydneySeige #EveryDay , Imaan Sheikh,
charliehebdo, 1, 552980288394231809, How indicative of a profound fragility of any faith is the impulse to murder anyone who mocks it. #JeSuisCharlie, simon stephens,
charliehebdo, 1, 552981296839131136, Good article on why we are not all Charlie Hebdo
  .   …
via  and , Mark Thomas,
charliehebdo, 1, 552824885484224513, Love is stronger than hate #CharlieHebdo , Mona Eltahawy,
charliehebdo, 1, 552845654637436928, Get the #CharlieHebdo cover on the front page of all our newspapers tomorrow. Solidarity triumphs evil. Like paper beats rock., Katie Hopkins,
charliehebdo, 1, 553591758899412993, Several hostages freed at Jewish supermarket in Paris including a child (R). Photo Thomas Samson #AFP , AFP Photo Department,
charliehebdo, 1, 553143905039159297, Hundreds of Muslims in Sweden celebrate terrorist attack on Charlie Hebdo in France shouting,“Islam will take over the world” , Jayesh #HDL,
charliehebdo, 1, 552798640679702528, Freedom of expression should never be an act of bravery. Whoever threatens it is an enemy of all freedom-loving people. #CharlieHebdo, Julie Lenarz,
charliehebdo, 1, 552840155728736256, #CharlieHebdo's editor Charb, assassinated today, said in 2012:"I prefer to die standing than to live on my knees."
, Agnes Poirier,
charliehebdo, 1, 552815443959091200, Charlie Hebdo, the magazine that dared to poke fun at religion  , New Statesman,
charliehebdo, 1, 553143519536500738, #BREAKING : Satirical weekly #CharlieHebdo will come out next week, despite bloodbath  (Editorialist), FRANCE 24,
charliehebdo, 1, 553152515701612544, Moderate Muslims defend extremist but not victims. They merely say ( 'Anyways' condolence to family ) 
#CharlieHebdo , Modified Jharkhand,
charliehebdo, 1, 552818685526933505, Yes this is about victims. It's also about how our communities reform &amp; abolish blasphemy codes. We mustn't run from scrutiny #CharlieHebdo, Maajid Nawaz,
charliehebdo, 1, 552791203432103937, Why it's Charlie Hebdo's right to draw Muhammad  , The Independent,
charliehebdo, 1, 553115341338198016, The "Extremist" Muslims are actually obeying The Qur'an.
The "Moderate" Muslims merely stand by and watch.

#CharlieHebdo, Tommy Robinson,
charliehebdo, 1, 553230256992423936, How cartoonists around the world responded to the Charlie Hebdo attack  , The New York Times,
charliehebdo, 1, 553139058827096064, #JeSuisCharlie - a brilliant image by  Let's all stick our pencils up in defiance. , westendproducer,
charliehebdo, 1, 553135886859534336, Steve Bell's cartoon on the Charlie Hebdo attack:  , Media Guardian,
charliehebdo, 1, 553148970651107329, The pen is STILL mightier than the sword.
#JeSuisCharlie , Manchester News MEN,
charliehebdo, 1, 553161401733496832, Perhaps the best #JeSuisCharlie cartoon yet...  via , Ludo Bok,
charliehebdo, 1, 553554032745525249, . gave a masterclass in dealing with people who demand an apology from Muslims for #CharlieHebdo attack , LBC,
charliehebdo, 1, 553586959596396544, Thougts and prayers go out to everyone involved in the Paris terrorist situation - Hope everyone comes out save! 🙏, Ali-A,
charliehebdo, 1, 552819983915700224, "Love is stronger than hate": #CharlieHebdo cover after Molotov cocktail attack on its offices in 2011 , Mathieu von Rohr,
charliehebdo, 1, 553468593141469184, THIS: RT  let's talk seriously about #CharlieHebdo &amp; Western double standard on freedom of speech , exiledsurfer,
charliehebdo, 1, 553157384714342400, Donald Trump labelled a 'moron' for blaming #CharlieHebdo attacks on France's lack of guns  , The Independent,
charliehebdo, 1, 552835794646212608, A satire on Mohammed can get you killed. A satire on Hindu God can get You 300 Crs! And still Hindus should learn tolerance?
#CharlieHebdo, Narendra Modi Fan ,
charliehebdo, 1, 552829031075553281, Seeing condemnations from Muslim figures, worldwide. Tmrw, there will be articles on 'why don't they condemn terrorism?' Sigh. #CharlieHebdo, H.A. Hellyer  د. إتش,
charliehebdo, 1, 552833658017824768, How President Obama Sold Out Charlie Hebdo , The Federalist,
charliehebdo, 1, 553582812964876288, Three large explosions and gunfire heard where #CharlieHebdo suspects are holed up. , CNN Breaking News,
charliehebdo, 1, 552828573896413185, It seems AKP supporters in Turkey are happy about the terror attack against #CharlieHebdo. They seem joyfully celebrating barbaric terror, Emre Uslu,
charliehebdo, 1, 552812775907422209, Deeply disturbed and saddened by yet another Islamist massacre. 
Shame on religion.  #CharlieHebdo #ParisShooting
. , Godless Utopia,
charliehebdo, 1, 552823940440403968, French Justice Minister C.Taubira reacts outside of the headquarters of the satirical newspaper #CharlieHebdo #AFP , AFP Photo Department,
charliehebdo, 1, 553127632947396609, How our timidity helped cartoonists become victims. My  column today -  (£) #CharlieHebdo, David Aaronovitch,
charliehebdo, 1, 553123958602862593, The pen is mightier than the sword. #JeSuisCharlie, Prince Charles,
charliehebdo, 1, 553121522769219584, Today, the whole world is Charlie (via   #JeSuisCharlie, Julien Laurens,
charliehebdo, 1, 553164303650799616, Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo  , NBC News,
charliehebdo, 1, 553214358948683776, Why the killing of Charlie Hebdo cartoonists will make art stronger
 , artnet,
charliehebdo, 1, 553215658784456705, The pen has always been and will always be mightier than the sword.  #JeSuisCharlie  , Austin Basis,
charliehebdo, 1, 553481963864993792, Did they draw cartoons? #JeSuisCharlie RT  Why no outrage for the 100s of people Boko Haram wiped out yesterday?, Trevor Noah,
charliehebdo, 1, 552834754056556544, "I may not agree with what you say but will defend your right to say it." - Voltaire #shocked #JeSuisCharlie , Charles Brun,
charliehebdo, 1, 553583035820802048, Smoke is emerging from building at site of hostage situation. Gunshots, loud blasts heard.  #CharlieHebdo, Wall Street Journal,
charliehebdo, 1, 552804198161854464, Bad bad day for press freedom, freedom of expression and satire. 
Thoughts with relatives of victims at #CharlieHebdo, Mark Thomas,
charliehebdo, 1, 553205691742425088, RT - If you support this #freedom fighter! #StopIslamists #FreedomOfSpeech #CharlieHebdo #RedNationRising , Jonas Christensen,
charliehebdo, 1, 553586305272389632, THE TERRORIST ATTACK IN PARIS IS SO SCARY I'M CRYING, meg,
charliehebdo, 1, 552784898743099392, Charlie Hebdo’s Last Tweet Before Shootings  , Guido Fawkes,
charliehebdo, 1, 553506946054369280, Think this ticks all the boxes.

#JeSuisCharlie , DenCroke ,
charliehebdo, 1, 553472557978902529, New York Times Square #JeSuisCharlie , Marlene Mourreau,
charliehebdo, 1, 553173501369389056, Charlie Hebdo: Norway didn’t give in to Islamophobia, nor should France | Owen Jones , The Guardian,
charliehebdo, 1, 553574709669814272, Watch: Hacker group says it will avenge #CharlieHebdo attack by shutting down jihadi websites  , The Telegraph,
charliehebdo, 1, 553203041705664513, The hashtag #JeSuisAhmed is a powerful one. For Ahmed, the Muslim cop killed outside #CharlieHebdo , Brian Ries,
charliehebdo, 1, 552834623944671232, Paris #CharlieHebdo attack: This is the worst act of terrorism in France for 50 years  , Telegraph News,
charliehebdo, 1, 553570916907511809, Prediction: the survivors of Charlie Hebdo put out a new issue, the cover of which big Western media will find too offensive to reprint., David Burge,
charliehebdo, 1, 553546679161745408, French police are looking for two more suspects in the #Montrouge shooting:  , The Observers,
charliehebdo, 1, 553526776878469121, How Arab world media responded to Charlie Hebdo attack  , Haaretz.com,
charliehebdo, 1, 553591093498224640, Breaking News: Local Mayor tells  #CharlieHebdo suspects #Kouachi bros are dead.  , Anderson Cooper 360°,
charliehebdo, 1, 553181586829484034, Artists fight violence with images #CharlieHebdo #solidarity  , HuffPostArts&Culture,
charliehebdo, 1, 553215305917665280, “The paper will continue because they didn’t win.” #CharlieHebdo vows to continue publishing  , Wall Street Journal,
charliehebdo, 1, 553235271169638400, Washington USA Seattle →  #CharlieHebdo 666 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befor…, Jennifer ,
charliehebdo, 1, 553214726629781505, We "are Charlie Hebdo" in the same sense that we demanded Boko Haram bring back "our" girls. You know, the girls we no longer talk about., Will Antonin,
charliehebdo, 1, 553186026811039745, INFOGRAPHIC: Anti-#Muslim attacks in #France after the Charlie Hebdo massacre. #no2h8   , TellMAMAUK ,
charliehebdo, 1, 552804454773567488, Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo , Tommy Robinson,
charliehebdo, 1, 553120696910364673, 23 Heartbreaking Cartoons From Artists Responding To The #CharlieHebdo Shooting   , JohnnyJet,
charliehebdo, 1, 553191800408911872, Mosques attacked in France following 'Charlie Hebdo' attack , TIME.com,
charliehebdo, 1, 553560429910568960, Special forces evacuate local residents in Saint-Mande, near Porte de Vincennes in Paris. Photo  #AFP , Stéphane Arnaud,
charliehebdo, 1, 552834559297867778, The little weapon! #CharlieHebdo #cartoon , Satish Acharya,
charliehebdo, 1, 553229956830875650, Muslim leaders worldwide have condemned the Charlie Hebdo attacks. But you won't learn that by watching  , Steve Silberman,
charliehebdo, 1, 552845250268766209, #JeSuisCharlie trends worldwide: Online solidarity after Charlie Hebdo attack  , The Telegraph,
charliehebdo, 1, 553535765997969408, Kill them &amp; when you're done kill their pet goat❌RT"      #CharlieHebdo, Feisty☀️Floridian,
charliehebdo, 1, 552810884029222912, #NATO SG statement on terrorist attack in #Paris, #France   , NATO,
charliehebdo, 1, 553201539737976833, This comment sent to BBC about the Paris attacks and the hashtags going around is just perfect. , S,
charliehebdo, 1, 552810249263259649, Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way., Kenan Malik,
charliehebdo, 1, 553194632520421376, So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech.
#JenesuisPAScharlie , #HandsOffAlaqsa,
charliehebdo, 1, 553143017922912256, Minute's silence to be held in France at top of the hour to remember victims of the Paris shooting. #JeSuisCharlie , Gráinne McCarthy,
charliehebdo, 1, 552827981069291520, We didn't always agree with Charlie Hebdo but we believed in their right to express their views  - local mayor
, BBC World Service,
charliehebdo, 1, 553144889811402752, Minute's silence at Guardian office for #CharlieHebdo , Ian Prior,
charliehebdo, 1, 553548404102414337, Still amazed by Uderzo's tributes to #CharlieHebdo. He's 87, but style, line, attitude unchanged. #InimitableGaul , Mihir Sharma,
charliehebdo, 1, 552829046485434368, Daily Mail describing Charlie Hebdo as "notoriously anti-Islamic magazine in Paris". See what's already happening?, Richard Delingpole,
charliehebdo, 1, 553153190859141120, Surviving #CharlieHebdo journalists are to publish the magazine's new edition for next week  , The Independent,
charliehebdo, 1, 553171989385728000, Charlie Hebdo: We must not stop laughing at these murderous clowns  , The Guardian,
charliehebdo, 1, 552791719272775680, The Guardian has live coverage of the Paris shooting at Charlie Hebdo  , Glenn Greenwald,
charliehebdo, 1, 553161360503500801, The more you are motivated by Love,
The more fearless &amp; free your action will be
Dalai Lama #JeSuisCharlie
 , Arturo De Luca,
charliehebdo, 1, 553587920398221313, Video: Bangs heard coming from site of hostage situation in Paris neighborhood of Vincennes -  on Vine , Breaking News,
charliehebdo, 1, 552827606715076608, Love is stronger than hate/L'amour plus fort que la haine h/t  #CharlieHebdo , Mona Eltahawy,
charliehebdo, 1, 552812399997489152, Gunmen responsible for deadly attack on #CharlieHebdo are still on the loose,  says.  , CNN,
charliehebdo, 1, 553552772277481472, Bibi’s vulgarity: Using Paris shooting to justify Israeli colonialism | Haaretz
 #CharlieHebdo , JewishVoiceForPeace,
charliehebdo, 1, 553492305521672192, The irony, it hurts. Apple, who repeatedly censored #CharlieHebdo on its platforms, is now claiming "to be Charlie" , Frederic Jacobs,
charliehebdo, 1, 553118438332571648, A look at the irreverent covers of #CharlieHebdo:  , Wall Street Journal,
charliehebdo, 1, 553180729254113280, The Pen and the Sword: the latest from  #jesuischarlie  , Miami Herald,
charliehebdo, 1, 553153073481535489, Meet the Indian Islamist politician who wants to award $5M to the #CharlieHebdo killers.  , Tarek Fatah  ਤਾਰਿਕ ,
charliehebdo, 1, 552980714610634753, If you want to show your support for  please share this cartoon. #JeSuisCharlie , Doug Chavez,
charliehebdo, 1, 553515827073261568, Why I am Charlie -- Parisians share emotional messages with CNN:  #JeSuisCharlie
, CNNi Video,
charliehebdo, 1, 553187282295877632, Julian Assange has lost the plot. Blames “Jewish pro-censorship lobby” for legitimizing the Charlie Hebdo massacre. , Ian Miles Cheong,
charliehebdo, 1, 552806932176977920, When an ideology resorts to murdering satirists, it is publically admitting how weak, insecure &amp; ridiculous it is. #CharlieHebdo, Abie Philbin Bowman,
charliehebdo, 1, 553228535511650305, Paris:  staff in solidarity with #CharlieHebdo. Freedom of expression is a human right  , United Nations,
charliehebdo, 1, 553530513580118016, Muslims are not terrorists #CharlieHebdo #prisedotage #JeSuisAhmed , Clyde P,
charliehebdo, 1, 552982816045408256, . on #CharlieHebdo and the right to commit blasphemy:  , New York Magazine,
charliehebdo, 1, 553151132949053440, →  433 Charlie Hebdo shooting: World leaders condemn attack in Paris #CharlieHebdo Masked gunm… , Patricia Johnson,
charliehebdo, 1, 553192373728342016, Saying #JeSuisCharlie or "I stand with Charlie" isn't an endorsement of their cartoons, IMO. It's defending right to satirise without harm., Sunny Hundal,
charliehebdo, 1, 553137557601812480, UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report  , NBC News,
charliehebdo, 1, 553129478008758272, A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre #JeSuisCharlie , Inquisitr News,
charliehebdo, 1, 553497508970631168, A picture is worth a thousand words. 
#JeSuisCharlie 
#JeSuisAhmed
#JeSuisHumain

#CharlieHebdo

via  , Hend,
charliehebdo, 1, 552786340958715904, Just arrived at scene of massacre #Paris #charliehebdo , Stefan de Vries,
charliehebdo, 1, 553195969282867202, Tributes, fear and resilience in Paris a day after the ‘Charlie Hebdo’ attack   #Dubai #UAE, MEMMOS Enterprises,
charliehebdo, 1, 553200085132009475, Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel
 , Yair Rosenberg,
charliehebdo, 1, 553517053110657024, Schools near siege building in Dammartin-en-Goele being evacuated, say officials. Follow our coverage:  #CharlieHebdo, BBC Breaking News,
charliehebdo, 1, 553506985413713920, Charlie Hebdo will print a million copies of its next edition with government and Google help  , Engadget,
charliehebdo, 1, 552816062593761280, Fuck you, Islamist nutbags. #JeSuisCharlie , Lucy Wainwright,
charliehebdo, 1, 552811438994378754, Horrific news re Charlie Hebdo. People of huge courage, wit and integrity murdered by people who find those ideas frightening. Awful., David Schneider,
charliehebdo, 1, 552984798671945728, The worst of times can bring out the best in a lot of humanity. Except the super-rich. #JeSuisCharlie #CharlieHebdo , Sean Adams,
charliehebdo, 1, 553590751888961536, #BREAKING: Police storm hostage-taker at Paris grocer  , CTV News,
charliehebdo, 1, 552811408094945280, World leaders condemn the #CharlieHebdo attack as "barbaric", "sickening" and "intolerable".  , Sky News,
charliehebdo, 1, 553186670871597056, This: via  #JeSuisAhmed #JeSuisCharlie #CharlieHebdo , Julia Macfarlane,
charliehebdo, 1, 553571432475951105, A reliable source has confirmed to the BBC that Cherif and Said Kouachi were on the UK Warnings Index “and had been for some time.”, Daniel Sandford,
charliehebdo, 1, 553525290908262400, Nah it isn't though RT  This is just brilliant #charliehebdo #sonyhack , W.E.B.B.I.E DuBois,
charliehebdo, 1, 553581209193050112, Gunfire and explosions at printworks where #CharlieHebdo suspects are holed up.  , Sky News,
charliehebdo, 1, 552982124274647042, 72 covers of tomorrow's newspapers #CharlieHebdo , Mathieu von Rohr,
charliehebdo, 1, 553126517027262465, RT  Break one, thousand will rise #CharlieHebdo #JeSuisCharlie #raiseyourpencilforfreedom , Sup yoga tulum,
charliehebdo, 1, 552829481962835969, #CharlieHebdo attack, now car set on fire outside synagogue - more Islamist terror in #France?  , MichaelDickson,
charliehebdo, 1, 553164381673259008, French Parliament president declares current anti-terrorism legislat° is sufficient,opposed to new laws reacting to #CharlieHebdo emotion, R,
charliehebdo, 1, 552845711289909248, The  cartoonist's response to the #CharlieHebdo attack: , Daniel Nyari,
charliehebdo, 1, 552844593046097920, Can't sleep tonight, thoughts with my French cartooning colleagues, their families and loved ones #CharlieHebdo , David Pope,
charliehebdo, 1, 552807236339507200, RT #JeSuisCharlie In support of #CharlieHebdo. , Journalism Tools,
charliehebdo, 1, 553538304332017665, Shooting, hostage situation reported in eastern Paris' Porte de Vincennes area, prosecutor's office says. , CNN Breaking News,
charliehebdo, 1, 553551282967830528, Are other shootouts aimed at stalling #CharlieHebdo manhunt?
See: , Newsroompost.com,
charliehebdo, 1, 552980557836337152, . We have to stop the idea that we can just LET PEOPLE FREE from GITMO #ParisShooting #JeSuisCharlie , Greta Van Susteren,
charliehebdo, 1, 553583670343524352, BREAKING: Gunshots heard at printing plant northeast of Paris where 2 brothers have taken a hostage., The Associated Press,
charliehebdo, 1, 552838324977545216, As a human, I condemn today's terrorist act. As a Muslim, I damn those who commit terrorism in #Islam's name #JeSuisCharlie #CharlieHebdo, نون عربية,
charliehebdo, 1, 553195827397926912, Today, we are all #Charlie. #CondeNastFrance supports #CharlieHebdo  #JeSuisCharlie , Vogue.fr,
charliehebdo, 1, 552807191775043585, #CharlieHebdo in the eyes of #CharlieHebdo , Zaid Benjamin,
charliehebdo, 1, 553569512269021184, Political cartoonists are mourning #CharlieHebdo by retaliating the only way they know how. On pen and paper. , Bipartisan Report,
charliehebdo, 1, 552814317096407040, Freedom of expression is non-negotiable -  via 
#jesuischarlie, Index on Censorship,
charliehebdo, 1, 553216460164968449, The Foreign Office’s Union flag at half mast today. Our thoughts with the French people. #CharlieHebdo #JeSuisCharlie , Foreign Office (FCO),
charliehebdo, 1, 552982635178635265, BREAKING: #CharlieHebdo Terrorists Attended Radical Mosque in Paris  #JeSuisCharlie , Charles C. Johnson,
charliehebdo, 1, 553163722378977282, "As with 9/11, most French residents will remember for a long time where they were on January 7, 2015."  #CharlieHebdo, Wall Street Journal,
charliehebdo, 1, 553151980928262144, . Staff observe minute of silence at #AFP headquarters for the victims of #CharlieHebdo #JeSuisCharlie , AFP Photo Department,
charliehebdo, 1, 553131713376047104, This is how the world's cartoonists responded to the #CharlieHebdo attack: 

#JeSuisCharlie , Quandly,
charliehebdo, 1, 553560769246539776, Children among at least six people taken hostage at kosher store, reports say. #ParisAttacks  , Sky News,
charliehebdo, 1, 553146691344695297, BREAKING: #CharlieHebdo Hebdo to be published next week in defiance of attack, with contributions from cartoonists from around the world., Henry Samuel,
charliehebdo, 1, 553149253363576832, The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol , David Feeney,
charliehebdo, 1, 552786116404072448, 10:28am Charlie Hebdo account mocks ISIS leader, wishing him "good health and best wishes"  , Guido Fawkes,
charliehebdo, 1, 553490160344502273, The Algerian Muslim editor - killed in the #CharlieHebdo attack - nobody knows about: Moustapha Ourrad. #JeSuisMuslim , Khaled Bey,
charliehebdo, 1, 552848961372176384, "I prefer to die standing than to live on my knees" Charb, editor of #CharlieHebdo killed today  #JeSuisCharlie , Paola Amadei,
charliehebdo, 1, 552818799095730176, Terrorist killings at #CharlieHebdo are a barbaric crime in the name of Islam. But lampooning core beliefs of Islam is not press freedom., Sudheendra Kulkarni,
charliehebdo, 1, 552837644959621120, #JeSuisCharlie Charb who was assassinated today: "The Kurds defend us all". Rest in peace brother. #TwitterKurds , @Hevallo ,
charliehebdo, 1, 552827133500719104, How the #CharlieHebdo terrorist attack unfolded:  , Telegraph News,
charliehebdo, 1, 553127508150071297, Charlie Hebdo editor Stéphane Charbonnier said he'd rather "die standing than live on my knees." , The New York Times,
charliehebdo, 1, 553145859089920000, Response to horrific #CharlieHebdo murders should be to protect civil liberties not limit them. Not an excuse for more mass surveillance., Open Rights Group,
charliehebdo, 1, 552822812281692160, If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie , Joanna Arsova,
charliehebdo, 1, 552806056154644480, #Picture
IS terrorist scum executes injured police man in #Paris.
#CharlieHebdo , Conflict Reporter,
charliehebdo, 1, 552798016646942721, Charlie Hebdo, we love you, The Daily Mash,
charliehebdo, 1, 553548487225532416, The new world we live in #CharlieHebdo , Martin Daubney,
charliehebdo, 1, 552821223676444672, On the darkest of days, like this, the French philosopher Voltaire perhaps say it best: #CharlieHebdo , Stian V. Taraldsvik,
charliehebdo, 1, 553573066455134208, Gallows humor "Give yourselves up or our elite cartoonist will draw a caricature of the Prophet" #CharlieHebdo , Imad Mesdoua,
charliehebdo, 1, 553225359928213505, White terrorists are 'mentally ill', while brown terrorists are 'Islamic assassins'. #NAACPBombing #CharlieHebdo , Bipartisan Report,
charliehebdo, 1, 553535642848989184, He's Muslim and he's NOT a TERRORIST  

#MuslimsAreNotTerrorists
#RIPCaroline 
#JeSuisCharlie , Samy Ⓜ️,
charliehebdo, 1, 553159810179661826, Been watching UK news all morning, seen no mention of multiple attacks on mosques in France after yesterday , Sunny Hundal,
charliehebdo, 1, 553200552142983168, Indeed ....#charliehebdo , Tazeen Ahmad,
charliehebdo, 1, 552846625467817984, .  changes Twitter pic to #JeSuisCharlie #CharlieHebdo , Claire Phipps,
charliehebdo, 1, 553571541578174465, Snipers, helicopters turn French town Dammartin-en-Goele into warzone. Photo: Dominique Faget #AFP , AFP Photo Department,
charliehebdo, 1, 553541834975498240, #Breaking: french police release portrait of susp #Montrouge shooters same of hostage situation #Paris " , José Miguel Sardo,
charliehebdo, 1, 552846811359350788, The response to #CharlieHebdo should be to reprint his work and spread it wider than his killers could have thought possible, Louise Mensch,
charliehebdo, 1, 552823933381394432, 12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson  , The Daily Beast,
charliehebdo, 1, 553152675014246400, Imagine
Nothing to kill or die for 
And no religion too
Imagine all the people Living life in peace..

#JeSuisCharlie , Stephen Paul Smith™,
charliehebdo, 1, 553145755079569408, Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons. , Sky News,
charliehebdo, 1, 553483707122995201, They should stop making attacks they are giving a bad image to Islam

#CharlieHebdo , Samy ♕,
charliehebdo, 1, 553491924015783936, Journalists in Beijing gather for #JeSuisCharlie photo. Police are not pleased  (AFP) , Josh Chin 李肇华,
charliehebdo, 1, 552836985493409792, Man compares the Prophet to a dog! He prays for his forgiveness; has him buried in his own cloak, and prays upon his funeral. #CharlieHebdo, Iyad El-Baghdadi,
charliehebdo, 1, 553232704708546561, The Eiffel Tower will go dark at 8 p.m. local time in Paris in remembrance of the Charlie Hebdo victims , The New York Times,
charliehebdo, 1, 552814137857036289, Real Muslims have never seen, and cannot see #terrorism as a way for solving their problems.*** #CharlieHebdo , İsrafil Aydemir,
charliehebdo, 1, 553126953268834304, A picture says more than a thousand words. #CharlieHebdo , Leah ,
charliehebdo, 1, 553207267685060608, Seven great cartoon responses to the #CharlieHebdo killings:  , Fusion,
charliehebdo, 1, 552836516775354368, If Indian Media is standing for #CharlieHebdo &amp; Freedom of Speech, lets ask them to publish the said cartoon right now. #ParisShooting, Vivek Bansal,
charliehebdo, 1, 553145236268916736, #Paris #CDG air traffic controllers end ATIS message with "I AM CHARLIE" #CharlieHebdo #avgeek , Flying Kangaroo,
charliehebdo, 1, 552830850279424001, Among those killed in #CharlieHebdo shooting: the editor-in-chief, a graphic artist and at least one police officer , Wall Street Journal,
charliehebdo, 1, 553591494255210497, The Paris killers are dead. Stuff them, posed as a Charlie Hebdo cover, and put 'em on display at the Louvre., David Burge,
charliehebdo, 1, 553569333150896129, Wake up,it's real. #CharlieHebdo , Franci,
charliehebdo, 1, 552826580741795840, Savagely murdering innocent people brings only shame, not honor. Monsters. #CharlieHebdo, Dana Loesch,
charliehebdo, 1, 553210306877739008, If I condemn the attack, that doesn't mean I support Charlie Hebdo, and If I condemn Charlie Hebdo, that doesn't mean I support the attack., Nader | نادر,
charliehebdo, 1, 552834481183539201, 6 days after Charlie Hebdo's 2011 firebombing, it ran an image of a cartoonist kissing a jihadi, with caption: Love is stronger than hate, Ishaan Tharoor,
charliehebdo, 1, 552978385572732928, BREAKING:
#Paris is exploding with support for #CharlieHebdo. #ParisShooting , Bipartisan Report,
charliehebdo, 1, 552831266945794048, Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years'  , The Telegraph,
charliehebdo, 1, 553200047417196544, Support meetings all around the world. Check  #JeSuisCharlie #CharlieHebdo , OpCharlieHebdo,
charliehebdo, 1, 553108170726719488, #JeSuisCharlie vigils held around the world - in pictures  (Pic: E CASTRO-MENDIVIL/REUTERS) , The Telegraph,
charliehebdo, 1, 552820150345297921, Terrorists shoot officer in Paris during terrorist attack at Charlie Hebdo  Graphic content +18, RebelTuber,
charliehebdo, 1, 553140613051215873, Police officers at  hold a moment of silence to remember those killed in the #CharlieHebdo attack , Sky News,
charliehebdo, 1, 553590746637668352, Paris sieges are over, all gunmen are dead and all hostages are alive, reporter says on  citing police sources and statements, David Rider,
charliehebdo, 1, 553205492458475520, Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack  , The Independent,
charliehebdo, 1, 553580499395174400, While the West fought foreign wars we ignored the threat from within our own societies says UKIP Leader  , UKIP,
charliehebdo, 1, 553525347266740226, Even before #Charlie Hebdo killings, in many places journalism had become a life-threatening proposition. , Marty Baron,
