id,title,label
9565,Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails,0
1883,Pro-Obama super PAC shifts focus to possible Clinton 2016 bid,1
3682,3 dead in Colorado Springs Planned Parenthood shooting,1
5826,"Report from the Refugee Camp in Calais, France: “the Jungle”",0
5190,Trump refuses to say whether he'll accept election results,1
2139,Fiorina blames environmentalists for California drought,1
6437,AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation,0
7588,FBI reopens Clinton investigation as new emails found ‒ Comey,0
9443,Congress Knew For At Least Two Years About Pentagon Efforts To Take Back Bonuses From Veterans,0
2646,Guilty Verdict Returned In 'American Sniper' Murder Trial,1
1604,"As Marco Rubio rises, GOP rivals are reluctant to take him on directly",1
1424,Trump Will Skip GOP Debate As Feud With Fox News Boils Over,1
6745,The Dark Agenda Behind Globalism And Open Borders,0
7314,Re: 22 Reasons Why Starting World War 3 In The Middle East Is A 1ly Bad Idea,0
10056,"Fifteen years after NATO bombings, Montenegro wants to join NATO",0
4484,"Parts Of Patriot Act Expire, Even As Senate Moves On Bill Limiting Surveillance",1
9835,"US charges 61 with India-based scam involving 15,000 victims",0
6787,US: Kurdish Troops Will Be Involved in Invading ISIS Capital of Raqqa,0
1297,Kasich: Voters Are ‘Starting to Pay Attention’,1
5821,Michael Moore Owes Me $4.99,0
6752,"A ""Gesture of Thanks"": Turkey arrests terrorists for extradition to Russia",0
8524,Jack Heart: LUCIFER in the Temple of the Dog,0
2732,President Obama 1ly 1ly 1ly 1ly hates Maureen Dowd,1
4088,U.S. Congressional Delegation travels to Cuba this weekend,1
578,How Democrats killed Obama's college savings plan,1
1723,Clinton Takes First Step To Dispel Doubts About Candidacy,1
7047,Guardian Front Page: “A 16-Year-Old Migrant Cries…”,0
10133,Restaurant Chain Tim Hortons Blocks Independent Journalist’s Website on WiFi,0
3256,Why raising the Social Security retirement age 1ly does hurt the poor the most,1
2786,Afghanistan: 19 die in air attacks on hospital; U.S. investigating,1
9930,Trump Makes Last-Minute Push To Appeal To Whites - The Onion - America's Finest News Source,0
4514,A new 9/11 memorial to Flight 93: ‘Our loved ones left a legacy for all of us’,1
1612,Fact checking the fourth round of GOP debates,1
1951,OnPolitics | 's politics blog,1
9189,CLINTON CAMPAIGN COOPERATED WITH POLITICO ON ‘DEMYSTIFYING’ HUMA ABEDIN,0
5105,What I Learned From Speaking to an R.N.C. Attendee From Every State,1
5401,Zakharova: Kiev's talk of an armed OSCE mission is disinformation,0
2987,"Final votes on Patriot Act, trade deal bill set dramatic stage for Congress’ return",1
1653,Don’t write Donald Trump’s political obituary just yet: Why surging Ben Carson looks like a flavor of the month,1
10061,Manny Pacquiao's Son Dead? Report Says Jimuel Pacquiao Dies Of Asthm Complications - Morning News USA,0
6323,Hillary Clinton's Postapocalyptic Hellscape Plan??,0
6742,Carmel Institute celebrates 5th anniversary with jazz concert,0
5891,Trump’s Twitter Access Revoked - The Onion - America's Finest News Source,0
462,Raise the wage: Paul Krugman shatters the myth that we can’t afford to boost workers’ pay,1
2102,Obama’s Arctic Trip Comes as Climate Change Builds as 2016 Issue,1
6074,YouTube censoring videos – on censorship!,0
1530,Hillary Clinton should proactively set out ethics rules,1
2588,Israel hawks to Pope Francis: Stay out of politics,1
6982,"Budgeting the Good War, for 75 Years",0
7498,Will the anti-Clinton revolt among American elites gain momentum?,0
10060,American Funhouse: Manufacturing Consent,0
9093,Why Hillary Clinton Will Appoint Old World Nationalists to Cabinet Positions,0
4797,Here’s What Clinton and Trump Must Do on the Debate Stage to Win the Night,1
5134,Both Clinton and Trump would bring a war-time posture to the White House,1
1535,"The GOP debate fear cauldron: According to the Republican candidates, you’re going to die",1
5128,Clinton holds narrow lead over Trump on eve of conventions,1
4126,Kevin McCarthy announces he's a candidate for House speaker (+video),1
9102,A guide to the Paradoxroutine,0
7132,AT&T-Time Warner Merger: Another Media Consolidation That Puts Profits Over Consumers,0
1222,Fall of the House of Bush: How last name and Donald Trump doomed Jeb,1
2005,Mitt Romney Fans Speculation Over Another White House Run,1
9514,US Airstrike Kills Four Iraqi Troops Near Mosul,0
7940,"‘Tolerant’ Liberals Show Nothing But Contempt, Hatred Toward Nation’s Only Black Supreme Court Justice",0
3081,"Us vs Them: When Politics is Treated Like a Football Game, No One Wins",1
324,Manhunt shifts to lone cabin in upstate New York: Prisoner hideout?,1
5482,Armed Dakota Access Contractor Accused Of Trying To Infiltrate Water Protectors,0
10241,18 State Swat Team Drill In Prep for Backlash Against a Stolen Election,0
9364,Michael Moore: Joe Blow Will Vote Trump As “Ultimate F–– You to the Elite… A Human Molotov Cocktail”,0
7276,"More Beer, Less Vodka as Russians Mull Ongoing Crisis - Rustem Falyakhov",0
17,Stop the vendetta against Planned Parenthood,1
7789,Understanding Propaganda - The Art Of Distraction And Disinformation,0
8906,Huffington Post Continues Campaigning for Hillary Clinton,0
10522,TRUNEWS 10/31/16 Dr. Lance Wallnau | Answered Prayer: The Cabal Crumbles,0
1005,Ted Cruz victory shows GOP's impossible conundrum (+video),1
9397,A Tea Party Congressman Just Called For Armed Uprising If Trump Loses,0
4050,"US pullout from Yemen eases pressure on Al Qaeda, lawmakers warn",1
419,Obama trade bill in trouble,1
3897,Secret Service testing ways to intercept rogue drones with late-night flights over Washington,1
3761,Source: Baltimore mayor ordered police to stand down,1
8332,MARKETWATCH LEFTIST: MSM’s “Blatant” Anti Trump Bias May Be Suicidal,0
4197,Jane Sanders to FBI: Get on with Clinton email probe,1
193,"Happy New Year, Wall Street: Congress Has Another Gift For You",1
8974,"The Left Turns on Bob Dylan for His Pro-Israel Views, Refusal to Acknowledge Nobel Prize",0
9008,FACEBOOK Nazi Thought Police editors threaten to quit if Mark Zuckerberg doesn’t ban Donald Trump for hate speech,0
1014,Rivals Slam Trump over Violent Rallies: 'He Incites Violence',1
126,Oklahoma Fraternity Is Closed Over Video Of Racist Chant,1
1857,"Jeb Bush in 2016: The good, the bad and the ugly",1
1059,A whirlwind day in D.C. showcases Trump’s unorthodox views and shifting tone,1
7236,"Andrew Maguire – Paper Gold Market Trades Jaw-Dropping 6,800 Tonnes In One Day!",0
10001,What A Hillary Presidency Would Bring,0
3456,Supreme Court Readies Blockbuster Rulings,1
9613,This is What Will Happen to Mosul After ISIS is Evicted,0
6972,Mall of America to Close for First Time Ever on Thanksgiving,0
5728,Former Director Of National Budget Warns That Markets Will Tank After US Election,0
7166,Delete Your Account – Episode 23: Don’t Get Sick,0
9965,"CNN Reach New Low, Call Sheriff Clarke A ‘Terrorist’ After Trump Gave Him The Most Important Job! | EndingFed News Network",0
7264,(((Smithsonian))) Refuses to Include Judge in Black Museum Because He has Normal People Opinions,0
2211,Iran Nuclear Deal: Does Obama want Israel to commit suicide?,1
8421,"Syrian War Report – November 7, 2016: Russian Attack Helicopters Swarm in Homs Province | The Vineyard of the Saker",0
5177,Bernie's swan song begins,1
5185,Would Trump presidency threaten rule of law?,1
7433,Google And God,0
5682,Bernie Sanders Says What The Media Won’t: Trump Is A Gutless Political Coward,0
5082,Sanders delegates' convention agenda,1
8594,Is it necessary to break the law to improve your standard of living?,0
2086,Paris climate summit: What to expect from historic talks,1
4844,"Trump doctor’s letter: He takes cholesterol drug, is overweight but is in ‘excellent’ health",1
10152,Game changer? Trump supporter charged in voter fraud case,0
4494,"Supreme Court: your right to a ""speedy trial"" ends when you're declared guilty",1
7913,We told you so! The Zika virus is harmless,0
2222,Debating the Future of American Power Abroad,1
9275,Sesame Seeds for Knee Osteoarthritis,0
5413,Now We Can Finally Get to Work,0
7742,Trick-Or-Treaters Get Their Socks Rocked By BADASS Hillary Pumpkin Outside,0
8651,Amurexit from NAFTA TPP Wall Street and Global Policeman,0
3566,Islamic State accepts Boko Haram allegiance pledge,1
9381,Wife of Muslim jihadist who killed and wounded over 100 in Orlando nightclub massacre says she “knew nothing”,0
6837,Farming Invented Many Times by Many Different Farmers Over A Vast Landscape. @CarlZimmer. @NYTimes. - Russia News Now,0
2624,Netanyahu warns Iran deal could 'threaten the survival' of Israel,1
9771,Why Comey Reopened the Hillary Investigation,0
6474,Hillary: Leaked Audio of Her Discussing Rigging an Election in Palestine,0
1066,"After Brussels, Trump's 'strength' resonates with GOP voters (+video)",1
7217,The Intercept Outs Neocon Democrat’s Smear Against Trump as ‘Putin’s Puppet’ - Eric Zuesse,0
825,"Done Deal? Clinton, Trump Shift to General Election after Big Wins",1
9701,What You’re Not Told: 90% Of American Media Is Controlled By Six Corporations,0
5445,"Steve Quayle On Economic Collapse, World War 3 and U S elections",0
2706,What Brian Williams’s Chopper Whopper Says About Modern News Media,1
2574,"Republicans have little reason to act on immigration — both today, but also before the 2016 primaries",1
4996,We don’t just need to see Trump’s taxes — we need a 1 medical report on him,1
3764,Police morale can wait: How the Baltimore riots should reshape Attorney General Loretta Lynch’s agenda,1
7313,The Militarized Police at Standing Rock is Working for This Man,0
8956,Bundy Ranch occupiers acquitted on all counts after challenging the corrupt Bureau of Land Management,0
6551,The Truth About Atlantis [Video],0
3168,Major Corporate Sponsors Are Scaling Back Support for GOP Convention,1
3494,Admit it: You love Tax Day! (Opinion),1
9014,Western QLD Drovers Show Solidarity With C.U.B Workers By Only Drinking Sauv Blanc – The Betoota Advocate,0
6552,CNBC Just Confirmed Comey Is Abusing His Power To Help Trump,0
5325,JASON CHAFFETZ EXPOSED HILLARY CLINTON’S PLAN TO BRIBE FBI AGENTS TO LET HER GO,0
131,Obama On Baltimore: 'This Is Not New',1
7038,US Not Ruling Out Daesh Involvement in Afghanistan Offensive,0
6728,The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,0
3073,Booze Brands Polarize Just Like Politicians,1
4047,Why Greece and Iran seem willing to take on the world (+video),1
5484,Comment on “This is My Second One” — Virginia Cop Caught Bragging About Killing Two Unarmed People by Jamieson,0
5083,"Hillary Clinton Promises Steady Leadership, More Jobs in Historic Speech",1
8039,News: Election Night Disaster: John King Tapped His Electoral College Map Too Hard And Fell Headfirst Into A Digital Hellscape,0
6936,CLINTON EMAIL INVESTIGATION HAS SHIFTED THE POLLS SIGNIFICANTLY IN TRUMP’S FAVOR,0
10028,"People Power! Natives declare treaty rights, police admit defeat - cite lack of 'manpower' to remove DAPL protesters",0
4027,Obama: U.S. cannot solve the world's problems alone,1
4587,How hackers eroded Americans' trust in democratic process,1
9242,Boy With Autism Makes His First Friend Ever And His Mom Can’t Stop Crying,0
9623,Julian Assange October Surprise REVEALED,0
6159,First Contact Film Trailer,0
6367,370 Economists Sign Letter Urging America Not To Vote For Donald Trump,0
497,"Here come the jobs, finally",1
1532,What Walker's Departure Means for GOP Field,1
6090,Julian Assange Ends The Suspense: “The Source Of Hacked Emails Is Not Russia”,0
4696,Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times,1
6210,TRUMP TSUNAMI INCOMING: What Trump Did In Florida Today Will Make Him President!,0
8283,Trump’s Star Vandalized On Hollywood Walk Of Fame - The Onion - America's Finest News Source,0
3821,Obama’s trip to Ethiopia alarms some human rights activists,1
7271,Nearly All Wild Animals Face Mass Extinction By 2020,0
2519,Illegal Immigrants Could Elect Hillary,1
9917,15 Foods That Contain the Most Vitamin E | Alternative,0
7524,TREY GOWDY: “WHAT IN THE WORD IS LORETTA LYNCH DOING TALKING TO COMEY”,0
9913,The Northern Sea Route: New Prospects for the Pacific Rim | New Eastern Outlook,0
806,Cruz campaign: We could have stopped Trump if Rubio became running mate,1
6633,FREE Summit from Health Experts Teaches About Healthy Fats to Reverse Disease and Lose Weight,0
5236,Kentucky governor: Electing Hillary Clinton may eventually lead to violence,1
8389,Contaminated Food from China Now Entering the U.S. Under the 'Organic' Label,0
9487,Forget Wikileaks...this is the 1 October Surprise that is going to stop Hillary,0
8326,Donald Trump: The next President of the United States of America,0
7381,14 Days and Counting-There Will Be a Civil War No Matter Who Wins the Election,0
7216,Internet Is On Fire With Speculation That Podesta Emails Contain Code for Child Sex,0
1994,Inside Jeb's 'shock and awe' launch,1
9314,Southern Poverty Law Center Targets Anti-Jihad Crusaders (Ann Corcoran Honored!),0
5329,Babylon Mystery Religion Series,0
4070,Relief efforts to find survivors intensify amid powerful aftershocks,1
612,The early 2016 primary calendar is now set. It will change.,1
5089,Trump: I wouldn't accept Cruz's endorsement,1
10270,What is Federalism?,0
8752,Confirmed: Public overwhelmingly (10-to-1) says media want Hillary to win,0
1162,"Mitt Romney Calls Donald Trump 'A Phony, A Fraud'; Trump Hits Back",1
4052,"In Jamaica, Obama indicates that he will remove Cuba from terrorism list",1
7114,Turkey Rounds Up Erdogan’s Political Opponents as Crackdown Widens,0
10444,Trump controlled by Mossad,0
7146,THE POLLS CAN NO LONGER BE RIGGED THIS ELECTION,0
5538,New Lunar Craters Mystery | Space News,0
2004,Cruz's immigration gambit,1
9804,Donald Trump Wins The Presidency In Historic Victory,0
911,Trump slams GOP nominating process as top aide accuses Cruz of 'gestapo tactics' to win delegates,1
8376,Battle for the Ages,0
7090,Discrimination and Condemnation: Australia’s War on Boat People,0
5146,Obama hits the trail for Hillary Clinton: Will he help or hurt?,1
10,Scalia’s death comes just a month before the court’s biggest abortion case in years,1
8505,The Empire Files: Inside Palestine's Refugee Camps,0
2893,New Saudi king ascends to the throne as terrorism threat grows,1
4434,"With Another Deadline Looming, Whispers Of Iran Nuclear Deal Emerge",1
814,Donald Trump's Clintonesque foreign policy,1
9432,The Israeli Trumpess,0
7677,Comment on Sheriff Says Cannabis Makes People Murderers Because “Rational Thought” Leads to Violence by Isaid Dilligaf,0
7095,Seven World-Historical Achievements of the Iraq Invasion of 2003,0
6859,Major Voter Fraud Already Running Rampant Against Republicans,0
2036,Backers: Romney more open to 2016,1
7305,"Re: Yes, There Are Paid Government Trolls On Social Media, Blogs, Forums And Websites",0
10453,The 1 REASON Hillary Was Not Prosecuted For Her Email Scandal Will Infuriate You,0
90,Why Rachel Dolezal's assertion that she is black could pave way for folks choosing a 'racial identity',1
5546,Brexit and the Law,0
3559,Tsarnaev Mom: Americans Are ‘Terrorists’,1
7425,It isn’t ‘Islamophobia’ when an Oklahoma GOP State Rep. says “Islam is a cancer in our nation that needs to be cut out”,0
6880,WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,0
1241,Clinton braces for Nevada nail-biter,1
9998,The Israeli Trumpess,0
6830,US Insiders – Not Russia – Leaked Clinton Emails,0
7000,Is This Why The Smash In Gold & Silver Is Happening? A Shocking Game-Changer For Gold & Silver Is Now Unfolding…,0
8417,Dad in weird mood since 2004,0
8422,NATO Buildup in Eastern Europe: ‘We’ve Only Seen the Tip of the Iceberg’,0
10439,California & Oregon Want To Secede From The U.S. After Trump Election,0
4806,Here are the top five things to watch in tonight's debate,1
7667,The NRA Just Admitted It Was Always Lying About Obama Confiscating Guns,0
4398,"Head Of Medicare, Who Oversaw Obamacare Rollout, Will Step Down",1
8032,Republican Protester Says He Was Nearly Killed After Trump Says ‘Take Him Out’,0
756,"Donald Trump, president of the Confederacy: The Southern strategy created the GOP civil war",1
7304,"Former Miss Finland accuses Trump of sexual assault, bringing number of accusers to 12",0
3386,Kerry orders State Department review of records retention amid Clinton email controversy,1
10501,United States  Reformation or Fracture?,0
4178,A sharp exchange over election-year polling offers thoughts for the rest of us,1
1845,Romney’s reboot: Can the 2012 loser 1ly fix his problems in 2016?,1
3032,Is it possible to fix the polarization of American politics?,1
8938,CETA: Canada Has Challenged The EU’s Chemical Regulations 21 Times,0
6600,Tiny Homes Banned In U.S. At Increasing Rate As Govt Criminalizes Sustainable Living,0
5612,"Life: When These Third-Graders Saw Their Classmate Didn’t Have A Lunch, They Kept Feeding Him More And More Lunches Until He Clogged The Door And Got School Canceled",0
2905,US faces calls to ‘walk away’ from Iran talks,1
2593,Netanyahu warns supporters he may lose in Tuesday’s election,1
3837,Harry Reid Calls Trade Push By Obama And GOP 'Insanity',1
10113,Sex and the Presidential City,0
3666,San Bernardino massacre: A horror that affects us all,1
2219,Netanyahu's Iran Speech: Why it's important for Congress to at least listen to Israel's leader,1
3848,Obama: Warren 'Absolutely Wrong' On Trade Deal,1
9409,The Guardian is Going Friggin Nuts Over Calais,0
5268,Swing-state stunner: Trump has edge in key states,1
7823,AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,0
5596,The Modern History of Rigged US Elections,0
4328,Carly Fiorina will appear in top-tier Reagan Library debate,1
9293,STRANGE THING moving up Alaska’s Chena River caught on video,0
5142,Trump Expected to Name Running Mate Soon: Looking for an 'Attack Dog',1
7480,President Obama’s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO),0
837,The End of the Road for John Kasich,1
2087,Why Negotiators At Paris Climate Talks Are Tossing The Kyoto Model,1
5547,"WHAT HAPPENED? In 2014, Quebec tried to pass a Charter that would have banned all religious attire in public, specifically to prevent Muslim women from hiding their faces",0
10410,Election 2016 and the Growing Global Nuclear Threat,0
2181,"How Barack will juggle Bibi, Vlad and Hillary",1
5590,Pentagon: No Plan ‘So Far’ For US Troops to Enter Mosul,0
5502,Russian pianist Denis Matsuev terrorized in US for supporting Putin,0
3247,"In Rand Paul and Marco Rubio’s feud over Cuba policy, a preview of GOP’s 2016 foreign policy debate",1
7127,Former GOP Representative Calls For Armed Insurrection (VIDEO),0
2844,Jeb Bush blames Iraq unrest on Obama,1
9169,Cop Versus Two Informed Teens who Refuse to Submit to an Unlawful Detainment,0
3622,Al Qaeda rep says group directed Paris magazine attack; US issues travel warning,1
5850,Did Trump Make a “Secret Deal NOT To Prosecute Hillary” In Exchange for Her Concession?,0
3551,What 'Draw Muhammad' shootings say about Islamic State reach (+video),1
8762,4 Truly Important Items for Your Post-Election List of Things to Protest,0
9428,Public vs. Media on War,0
3736,"In Baltimore's call for federal police probe, a new search for answers (+video)",1
9535,Freedom Rider: Organizing in the Age of Hillary,0
4306,The Iowa caucuses are closer than you think,1
3974,Entering U.S. as refugees would be hard for terrorists,1
6246,"As Crooked HIllary Investigation Reopens, Democrat Cities Push To Allow Illegal Immigrants Voting",0
5602,CNN Calls Sheriff Clarke A ‘Terrorist’ After Trump Considers Giving Him An Incredible New Job | EndingFed News Network,0
9303,Town in Wisconsin Passes Law That Fines Parents of Bullies,0
3202,Here's why moderate Republicans aren't running for Congress anymore,1
3466,"Supreme Court to consider redefining 'one-person, one-vote' principle",1
1364,Iowa nightmare revisited: Was correct winner called on caucus night?,1
7200,FBI Investigating New Clinton Emails - The Onion - America's Finest News Source,0
1019,"In a revealing interview, Trump predicts a ‘massive recession’ but intends to eliminate the national debt in 8 years",1
5336,Euro-Russian Mars Lander May Have Exploded Due to Software Glitch,0
9764,The Limitations of Randomised Controlled Trials,0
2089,Climate change: What you can do (Opinion),1
2189,Obama: Gov. Scott Walker needs to ‘bone up’ on foreign policy,1
2258,Watch: Obama criticizes Kenya's president on gay rights as they stand right by each other,1
7375,Shallow 5.4 magnitude earthquake rattles central Italy; shakes buildings in Rome,0
524,Obama’s plan to boost defense budget points to brewing national security debate,1
5147,What Trump and Clinton are looking for in a VP,1
7014,Trumps Hollywood Walk of Fame star Destroyed with a Sledgehammer and Pick,0
1783,The GOP’s nuclear option for Donald Trump: Why the only way to beat him is so scary,1
171,Checking a claim that 'nobody did anything wrong' on Benghazi,1
736,Who's winning Indiana? It's anybody's guess,1
4283,"Palin’s endorsement the latest prize as Trump, Cruz battle for conservatives",1
10304,Refugee Resettlement Watch: Swept Away In North Carolina,0
3691,Unravelling Chattanooga: What do we know about shooter?,1
8709,November Kale,0
2627,'There appear to be no rules anymore',1
2237,"University of Missouri, please immediately fire employees who taunted media",1
1064,How Trump vs. Clinton could reshape the electoral map,1
849,Trump ups the ante in Indiana,1
1802,"Plutocrats love Jeb, but voters don’t: Bush’s “electability” argument is getting even weaker",1
7670,300 US Marines Deployed To Norway Near Russian Border For First Time Since World War II,0
10462,Julian Assange: Why We Published What We Have on the US Elections,0
9463,Pakistan expels India diplomat in tit-for-tat move,0
10340,News Shot: Detroit Airport Uses New System To Control Travelers,0
1875,"Chris Christie: If I Run, I Will Beat Hillary Clinton",1
62,"Christie Hides $800,000 in Travel Bills",1
3957,Russia deploys missiles in Syria after Turkey shoots down bomber,1
9525,Lawbreaking AirBnB At It Again: Sends Out Spam That Violates CAN-SPAM Act,0
4268,Marco Rubio self-destructs in New Hampshire,1
8949,"Comment on Entitled Customer Slams Restaurant On Yelp, What Happens Next Is Sheer Badassery by customize your own jerseys",0
6989,Exclusive: Foreign Isis Fighters Defend Mosul Frontline as Locals Flee,0
7210,The President Of The United States of America: Donald J. Trump,0
3215,The GOP Is Dying Off. Literally.,1
9474,Michael Bloomberg Names Technological Unemployment as the Next Administration’s “Greatest Conundrum”,0
1753,Carly Fiorina swipes at Trump: ‘Look at this face.’,1
4906,Where Donald Trump and Hillary Clinton stand on economic issues,1
1235,Can Anyone Beat Trump in the Primary? History Says No,1
4360,"Morning Plum: Get ready for another ideological death struggle, this time over climate",1
9977,Two Points About the Hillary Clinton Email Fiasco,0
6167,IT Firm Wins $63Mln US Army Contract in South Korea - NCI,0
4076,"Terror attack over, 147 dead at Kenya university",1
9019,"Wall Street, Hollywood, The Media And SJWs Fail To Stop Donald Trump From Becoming America’s 45th President",0
347,Robert Durst of HBO's 'The Jinx' charged with murder,1
2921,Why the Iraq offensive will fail,1
3002,Hope and hype of Hiroshima can’t conceal Obama’s dismal record on nuclear disarmament,1
7484,"650,000 Emails Found On Anthony Weiner’s Laptop; DOJ Blocked Foundation Probe",0
3067,Congress Undermines U.S. Global Economic Standing,1
2912,Iran nuclear talks: What if the deal falls through?,1
6432,Election’s Rape And Sexual Assault Accusations Need to Be Taken Seriously,0
5088,Democratic convention: passionate end to day one steadies early drama,1
602,The GOP's big-money plan to save the Senate,1
8181,It Turns Out Trump Put off Investigators for 6 Months While He Destroyed Emails,0
8635,Russian Navy Moves Guided Missile Ships to Baltic,0
3173,Cruz blasts Trump as phony conservative in front of CPAC crowd,1
4689,Taking Trump voters’ concerns seriously means listening to what they’re actually saying,1
4327,Donald Trump’s campaign of terror: How a billionaire channeled his authoritarian rage — and soared to the top of the polls,1
10179,BRICS Countries to Invest $500 Million in Russian Gold Deposit - Kira Egorova,0
2084,“There is such a thing as being too late”: Obama issues a desperate call for a global climate deal,1
5671,Hybrid Wars 8. Strategies Against Africa – Introduction,0
8497,We’re All Going To Lose On November 8th: Get Prepped With This Post-Election Chaos Checklist (VIDEO),0
5673,HIV ‘Cure’ Almost Complete after Scientists Remove Virus’s DNA from Living Tissue,0
6319,Vortex Structured Water [Video],0
1155,Missing on GOP debate stage: A future president (Opinion),1
486,Senators Seek ‘Living Wage’ for Capitol Hill Contractors,1
2735,Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,1
5812,Getting 10 Minutes of Sunlight Per Day Can Stop Depression,0
7222,AUSTRIA: Freedom Party leader calls Chancellor Angela Merkel the “most dangerous woman in Europe”,0
7223,The Sex Scandal That Could Change The Election,0
3809,Obama administration announces halt on new coal leases,1
2386,"ObamaCare has cancer. And if it’s not treated quickly and aggressively, it will die",1
7922,OFF TOPIC: Unlike Muslims…horses actually do have a sense of humor,0
8397,This Irish TV channel killed their weather presenter for Halloween,0
8525,Scientists Claim To Have Found 234 Alien Civilizations,0
9232,I Am A Syrian Living in Syria: “It was Never a Revolution nor a Civil War. The Terrorists are sent by your Government”,0
4370,President Obama's persistent and puzzling passivity on terrorism,1
10247,Baby Bonds: A Plan for Black/White Wealth Equality Conservatives Could Love?,0
7345,Two-time world champion in kickboxing killed in Moscow. Video,0
2018,Jeb's invisible man strategy,1
6672,"Death of millions of Yemenis in the ""forgotten war""",0
3641,"Charlie Hebdo attack: Suspects' names, photos released",1
1556,Why the Ted Cruz-Marco Rubio debate mattered most (+video),1
322,"David Sweat shot, captured alive after New York manhunt",1
5408,Texas county switches to 'emergency paper ballots',0
10372,"Police Family 0s Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",0
2797,"Obama opens up on Iran: What he's learned about war, Republicans, and his foreign policy",1
1224,Why Bernie Sanders's campaign makes me worry about how he’ll manage the White House,1
5439,What DNC Donors 1LY think of African Americans,0
5623,Leaked email shows Monsanto Executive V.P. invited to 'Hillraiser' fundraiser to put Clinton into the White House for Monsanto's benefit,0
8473,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,0
5606,"First Iraqi Troops Enter Mosul, But Fighting Remains Largely in Suburbs",0
5753,SHOCK VIDEO : Hillary Needs Help Climbing ONE SINGLE STEP in Florida – TruthFeed,0
2775,"After vowing to end two wars, Obama may leave three behind",1
10085,Climate Engineering And Cryosphere Collapse,0
6057,Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,0
5544,"Illegal Thug Returns After Deported Twice, Gives Sick ‘Gift’ To Girlfriend",0
144,Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma,1
750,"Ryan meets Trump, says ‘very encouraged’ but unity will take time",1
72,Eleven States Sue Obama Admin. over Transgender Directive,1
7363,A brutal spoof advert for the new Macbook that highlights everything it doesn’t have,0
3946,"US sailors freed by Iranians. No US apology issued, says Joe Biden",1
1006,Could This Be the 1 'Super Tuesday'? A Look at What's at Stake,1
3506,"Thanks to Obama, the terrorist cancer is growing",1
8560,"Politico Tries to Destroy Trump, But It Backfires IMMEDIATELY",0
9097,ICE Agent Commits Suicide in NYC; Leaves Note Revealing Gov’t Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,0
9780,Gold prices on the way to all-time highs,0
639,Trump doesn’t have a national campaign. So the GOP is trying to run one for him.,1
5899,Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,0
4207,Some GOP elites aren’t quite convinced by Trump charm offensive,1
7590,Puh-LEEZE! DOJ’s ‘policy’ reminder to FBI is shameless (especially considering THIS) – twitchy.com,0
7587,Show biz: Business and breakthroughs,0
382,Canada Just Threw A Grenade Into Elizabeth Warren's Trade Fight With Obama,1
6433,"New Company Aims To Explore Intersection Of Technology, Other Thing - The Onion - America's Finest News Source",0
5751,When Will It End? Police Clash with Pipeline Protesters,0
1471,GOP Debate Round 3: Expect Another Wild Night,1
10557,A List of Best Password Managers Offering Both Free and Premium Services,0
5313,New bionic eye implant connects directly to brain,0
9927,GLOBAL WARMING ALARMISTS DISAPPOINTED THAT HURRICANE MATTHEW WASN’T WORSE,0
4842,His campaign’s statement that Trump accepts the truth of Obama’s birthplace is filled with falsehoods,1
2877,"White House, Dems seek to water down Iran bill",1
2241,Reporter says Clinton camp denying him access to events,1
2186,Congress's fight over Iran deal enters new phase,1
4759,Why LeBron James’s Endorsement Could Help Clinton Retake Ohio,1
402,White House warns Congress: Fight Zika or live to regret it,1
2421,Cuba has a possible lung cancer vaccine that America can now test,1
10441,FBI REDUX: What’s Behind New Probe into Hillary Clinton Emails?,0
7732,"Hillary Isn’t Only One Who Suffers Memory Loss, Look What Bill Just Did….",0
1791,White House counsel reportedly kept in dark on Clinton’s personal email use,1
2863,Iran talks to be extended another day,1
9848,Our Debt to Paula Jones,0
8082,“Billionaire” Donald Trump’s Presidential Campaign Is Flat Out Broke,0
10457,Reasons to Risk Nuclear Annihilation,0
1983,Election 2016: Clinton email stumble fuels Dem critics,1
4429,"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",1
6970,BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],0
5939,Comment on The Science is “Overwhelming At This Point” Wifi Industry Appeals Brain Tumor Association Ordinance by THE SCIENCE IS “OVERWHELMING AT THIS POINT” WIFI INDUSTRY APPEALS BRAIN TUMOR ASSOCIATION ORDINANC - WAKING SCIENCE,0
10016,"“We won, you lost, get over it” Brexiters told outside High Court",0
